SpeciesId	CU	CU_Name	Year	T_Idx_E	ExpFactor1	AdjSum	ExpFactor2	ObsE	ExpFactor3	TE	CDN Harvest	CDN ER	TRTC	Total Harvest	Total ER	Total Run	Q1	Q2	Q3
CO	CO_31	Skeena Estuary	1970	1900	1.075559701	2043.563433	2.927415438	5982.359142	3	17947.07743	8302.172802	0.217474409	26249.25023	20228.32368	0.529878484	38175.4011	2.333333333	4.648742411	1.707991266
CO	CO_31	Skeena Estuary	1971	650	1.075559701	699.113806	2.927415438	2046.596549	3	6139.789646	2840.217011	0.217474409	8980.006657	6920.215995	0.529878484	13060.00564	2.333333333	4.648742411	1.707991266
CO	CO_31	Skeena Estuary	1972	850	1.075559701	914.2257463	2.927415438	2676.318563	3	8028.95569	5231.614005	0.251812474	13260.5697	12746.87771	0.613543508	20775.8334	2.333333333	4.648742411	1.707991266
CO	CO_31	Skeena Estuary	1973	200	2.135185185	427.037037	2.927415438	1250.114815	3	3750.344444	1387.627678	0.194582366	5137.972123	3380.968151	0.474101802	7131.312595	2.333333333	2.341717259	1.707991266
CO	CO_31	Skeena Estuary	1974	300	2.135185185	640.5555556	2.927415438	1875.172222	3	5625.516667	2507.088973	0.213659069	8132.60564	6108.546334	0.520582371	11734.063	2.333333333	2.341717259	1.707991266
CO	CO_31	Skeena Estuary	1975	200	2.135185185	427.037037	2.927415438	1250.114815	3	3750.344444	1149.949524	0.175505664	4900.293968	2801.863046	0.427621233	6552.207491	2.333333333	2.341717259	1.707991266
CO	CO_31	Skeena Estuary	1976	200	2.135185185	427.037037	2.927415438	1250.114815	3	3750.344444	1149.949524	0.175505664	4900.293968	2801.863046	0.427621233	6552.207491	2.333333333	2.341717259	1.707991266
CO	CO_31	Skeena Estuary	1977	300	2.135185185	640.5555556	2.927415438	1875.172222	3	5625.516667	2804.541079	0.22510509	8430.057746	6833.291245	0.548470712	12458.80791	2.333333333	2.341717259	1.707991266
CO	CO_31	Skeena Estuary	1978	200	2.167293233	433.4586466	2.927415438	1268.913534	3	3806.740602	2794.885161	0.263258495	6601.625763	6809.764508	0.64143185	10616.50511	2.333333333	2.307025152	1.707991266
CO	CO_31	Skeena Estuary	1979	400	1.075559701	430.2238806	2.927415438	1259.44403	3	3778.33209	3010.534567	0.270889176	6788.866656	7335.196353	0.660024077	11113.52844	2.333333333	4.648742411	1.707991266
CO	CO_31	Skeena Estuary	1980	450	1.88091354	846.411093	2.927415438	2477.7969	3	7433.390701	6724.739971	0.282335198	14158.13067	16384.89345	0.687912418	23818.28416	2.333333333	2.658282741	1.707991266
CO	CO_31	Skeena Estuary	1981	425	1	425	2.927415438	1244.151561	3	3732.454683	2529.744078	0.255627814	6262.198762	6163.745716	0.622839622	9896.2004	2.333333333	5	1.707991266
CO	CO_31	Skeena Estuary	1982	400	2.167293233	866.9172932	2.927415438	2537.827068	3	7613.481203	3656.016668	0.22128975	11269.49787	8907.919684	0.539174598	16521.40089	2.333333333	2.307025152	1.707991266
CO	CO_31	Skeena Estuary	1983	250	2.167293233	541.8233083	2.927415438	1586.141917	3	4758.425752	5953.312375	0.309042582	10711.73813	14505.30271	0.752985215	19263.72847	2.333333333	2.307025152	1.707991266
CO	CO_31	Skeena Estuary	1984	650	1.075559701	699.113806	2.927415438	2046.596549	3	6139.789646	5100.486639	0.274704517	11240.27628	12427.38463	0.669320191	18567.17427	2.333333333	4.648742411	1.707991266
CO	CO_31	Skeena Estuary	1985	700	1.075559701	752.891791	2.927415438	2204.027052	3	6612.081157	6248.691868	0.286150538	12860.77302	15224.99768	0.697208532	21837.07884	2.333333333	4.648742411	1.707991266
CO	CO_31	Skeena Estuary	1986	860	1	860	2.927415438	2517.577277	3	7552.73183	10470.71818	0.316673263	18023.45001	25512.00531	0.771577442	33064.73714	2.333333333	5	1.707991266
CO	CO_31	Skeena Estuary	1987																
CO	CO_31	Skeena Estuary	1988	200	2.167293233	433.4586466	2.927415438	1268.913534	3	3806.740602	2208.336294	0.240366452	6015.076896	5380.632567	0.585655167	9187.373168	2.333333333	2.307025152	1.707991266
CO	CO_31	Skeena Estuary	1989	60	2.167293233	130.037594	2.927415438	380.6740602	3	1142.02218	625.4160415	0.234597552	1767.438222	1523.888163	0.571620185	2665.910343	2.333333333	2.307025152	1.707991266
CO	CO_31	Skeena Estuary	1990	7000	1	7000	2.927415438	20491.90807	3	61475.7242	46510.88001	0.266086993	107986.6042	113320.0426	0.648299697	174795.7668	2.333333333	5	1.707991266
CO	CO_31	Skeena Estuary	1991	400	1.48561565	594.2462601	2.927415438	1739.605676	3	5218.817027	2938.037536	0.192009107	8156.854563	10082.736	0.658935468	15301.55303	2.333333333	3.365608056	1.707991266
CO	CO_31	Skeena Estuary	1992	660	1	660	2.927415438	1932.094189	3	5796.282567	2708.48108	0.167194641	8504.763648	10403.28619	0.642195255	16199.56876	2.333333333	5	1.707991266
CO	CO_31	Skeena Estuary	1993	600	3.037647059	1822.588235	2.927415438	5335.472937	3	16006.41881	7068.592543	0.160823642	23075.01135	27946.02782	0.635824168	43952.44663	2.333333333	1.646010844	1.707991266
CO	CO_31	Skeena Estuary	1994																
CO	CO_31	Skeena Estuary	1995																
CO	CO_31	Skeena Estuary	1996																
CO	CO_31	Skeena Estuary	1997	450	1	450	2.927415438	1317.336947	3	3952.010841	820.6367758	0.093882615	4772.647617	4789.083306	0.547881447	8741.094147	2.333333333	5	1.707991266
CO	CO_31	Skeena Estuary	1998																
CO	CO_31	Skeena Estuary	1999	950	1.48561565	1411.334868	2.927415438	4131.56348	3	12394.69044	468.9072856	0.018845812	12863.59772	12486.55628	0.501846086	24881.24672	2.333333333	3.365608056	1.707991266
CO	CO_31	Skeena Estuary	2000	670	1	670	2.927415438	1961.368343	3	5884.10503	1518.974961	0.12126214	7403.079991	6642.269343	0.53026272	12526.37437	2.333333333	5	1.707991266
CO	CO_31	Skeena Estuary	2001	875	1	875	2.927415438	2561.488508	3	7684.465525	1905.365531	0.115237838	9589.831056	8849.735102	0.535238159	16534.20063	2.333333333	5	1.707991266
CO	CO_31	Skeena Estuary	2002	1420	1	1420	2.927415438	4156.929922	3	12470.78977	931.8017434	0.057983015	13402.59151	3599.463713	0.223983008	16070.25348	2.333333333	5	1.707991266
CO	CO_31	Skeena Estuary	2003	1150	1	1150	2.927415438	3366.527754	3	10099.58326	2223.248063	0.119075098	12322.83132	8571.390715	0.459075714	18670.97398	2.333333333	5	1.707991266
CO	CO_31	Skeena Estuary	2004	840	1	840	2.927415438	2459.028968	3	7377.086904	2379.251727	0.143881478	9756.338631	9159.104969	0.553882359	16536.19187	2.333333333	5	1.707991266
CO	CO_31	Skeena Estuary	2005	876	1	876	2.927415438	2564.415924	3	7693.247771	2449.987344	0.136066017	10143.23511	10312.62471	0.57273674	18005.87248	2.333333333	5	1.707991266
CO	CO_31	Skeena Estuary	2006	555	1	555	2.927415438	1624.715568	3	4874.146704	1125.893397	0.121204648	6000.040102	4415.046573	0.475288482	9289.193277	2.333333333	5	1.707991266
CO	CO_31	Skeena Estuary	2007	340	1	340	2.927415438	995.3212489	3	2985.963747	693.6896967	0.117050249	3679.653443	2940.462734	0.496161176	5926.426481	2.333333333	5	1.707991266
CO	CO_31	Skeena Estuary	2008	35	7.831197699	274.0919195	2.927415438	802.3809164	3	2407.142749	347.3507817	0.086066169	2754.493531	1628.714607	0.403560994	4035.857356	2.333333333	0.638471942	1.707991266
CO	CO_31	Skeena Estuary	2009																
CO	CO_31	Skeena Estuary	2010	300	1.655417358	496.6252073	2.927415438	1453.828299	3	4361.484896	919.6904533	0.113244836	5281.17535	3759.772416	0.462954475	8121.257313	2.333333333	3.020386356	1.707991266
CO	CO_31	Skeena Estuary	2011																
CO	CO_31	Skeena Estuary	2012																
CO	CO_31	Skeena Estuary	2013	70	7.831197699	548.1838389	2.927415438	1604.761833	3	4814.285499	2035.761552	0.144819438	6850.047051	9242.954205	0.6575227	14057.2397	2.333333333	0.638471942	1.707991266
CO	CO_31	Skeena Estuary	2014	60	7.831197699	469.8718619	2.927415438	1375.510142	3	4126.530427	577.2422088	0.080673947	4703.772636	3028.718906	0.423286285	7155.249333	2.333333333	0.638471942	1.707991266
CO	CO_31	Skeena Estuary	2015																
CO	CO_31	Skeena Estuary	2016																
CO	CO_31	Skeena Estuary	2017																
CO	CO_32	Lower Skeena	1954	31850	1.554505789	49511.00937	1.559297091	77202.37289	3	231607.1187	184868.4299	0.359189277	416475.5486	283075.3673	0.55	514682.4859	2.210526316	3.21645634	3.206573031
CO	CO_32	Lower Skeena	1955	26325	1.570393257	41340.6025	1.559297091	64462.28122	3	193386.8437	154361.0678	0.359189277	347747.9115	236361.6978	0.55	429748.5415	2.210526316	3.183915861	3.206573031
CO	CO_32	Lower Skeena	1956	56750	1.44418469	81957.48117	1.559297091	127796.062	3	383388.1859	306019.8339	0.359189277	689408.0198	468585.5606	0.55	851973.7466	2.210526316	3.462161061	3.206573031
CO	CO_32	Lower Skeena	1957	38150	1.464510679	55871.08242	1.559297091	87119.61629	3	261358.8489	208616.2131	0.359189277	469975.062	319438.5931	0.55	580797.4419	2.210526316	3.414109621	3.206573031
CO	CO_32	Lower Skeena	1958	79550	1.668730403	132747.5035	1.559297091	206992.7961	3	620978.3884	495663.9516	0.359189277	1116642.34	758973.5858	0.55	1379951.974	2.210526316	2.996289869	3.206573031
CO	CO_32	Lower Skeena	1959																
CO	CO_32	Lower Skeena	1960	35550	2.988181349	106229.847	1.559297091	165643.8914	3	496931.6741	396650.0636	0.359189277	893581.7377	607360.935	0.55	1104292.609	2.210526316	1.673258553	3.206573031
CO	CO_32	Lower Skeena	1961	26450	2.354411417	62274.18199	1.559297091	97103.95083	3	291311.8525	232524.6525	0.359189277	523836.505	356047.8197	0.55	647359.6722	2.210526316	2.123673018	3.206573031
CO	CO_32	Lower Skeena	1962	15350	1.517226197	23289.42212	1.559297091	36315.12817	3	108945.3845	86960.03082	0.359189277	195905.4153	133155.4699	0.55	242100.8544	2.210526316	3.295487522	3.206573031
CO	CO_32	Lower Skeena	1963	35950	3.13078308	112551.6517	1.559297091	175501.4631	3	526504.3894	343844.9652	0.326535706	870349.3545	526504.3894	0.5	1053008.779	2.210526316	1.597044533	3.206573031
CO	CO_32	Lower Skeena	1964	44750	1.261251979	56441.02608	1.559297091	88008.32779	3	264024.9834	293592.2063	0.41143499	557617.1897	449556.0528	0.63	713581.0361	2.210526316	3.964314888	3.206573031
CO	CO_32	Lower Skeena	1965	88425	1.827705318	161614.8428	1.559297091	252005.5542	3	756016.6627	455753.4182	0.313474278	1211770.081	697861.5348	0.48	1453878.198	2.210526316	2.735670761	3.206573031
CO	CO_32	Lower Skeena	1966	61100	1.111409399	67907.11429	1.559297091	105887.3658	3	317662.0973	298534.2936	0.385312133	616196.391	457123.5059	0.59	774785.6033	2.210526316	4.498792258	3.206573031
CO	CO_32	Lower Skeena	1967	32150	1.019158293	32765.93913	1.559297091	51091.83357	3	153275.5007	88767.78949	0.306943564	242043.2902	135923.5572	0.47	289199.0579	2.210526316	4.906009237	3.206573031
CO	CO_32	Lower Skeena	1968	67675	1.010362558	68376.28613	1.559297091	106618.9441	3	319856.8322	300596.874	0.385312133	620453.7062	460281.7829	0.59	780138.615	2.210526316	4.948718615	3.206573031
CO	CO_32	Lower Skeena	1969	34450	1.010362558	34806.99013	1.559297091	54274.43846	3	162823.3154	106335.2525	0.326535706	269158.5679	162823.3154	0.5	325646.6308	2.210526316	4.948718615	3.206573031
CO	CO_32	Lower Skeena	1970	48075	1.010362558	48573.17999	1.559297091	75740.01826	3	227220.0548	196704.2456	0.372250705	423924.3003	301198.6773	0.57	528418.732	2.210526316	4.948718615	3.206573031
CO	CO_32	Lower Skeena	1971	39200	1.010362558	39606.21228	1.559297091	61757.8516	3	185273.5548	160391.1893	0.372250705	345664.7441	245595.1773	0.57	430868.7321	2.210526316	4.948718615	3.206573031
CO	CO_32	Lower Skeena	1972	24675	1.010362558	24930.69612	1.559297091	38874.36194	3	116623.0858	147846.2183	0.431027132	264469.3042	226385.9901	0.66	343009.076	2.210526316	4.948718615	3.206573031
CO	CO_32	Lower Skeena	1973	12050	1.293983811	15592.50492	1.559297091	24313.34756	3	72940.04269	49579.34472	0.33306642	122519.3874	75917.18729	0.51	148857.23	2.210526316	3.864035978	3.206573031
CO	CO_32	Lower Skeena	1974	12800	1.293983811	16562.99278	1.559297091	25826.62646	3	77479.87937	64399.86541	0.365719991	141879.7448	98610.75556	0.56	176090.6349	2.210526316	3.864035978	3.206573031
CO	CO_32	Lower Skeena	1975	6975	1.293983811	9025.53708	1.559297091	14073.49371	3	42220.48114	23488.10195	0.30041285	65708.58309	35965.59505	0.46	78186.07619	2.210526316	3.864035978	3.206573031
CO	CO_32	Lower Skeena	1976	15200	1.293983811	19668.55392	1.559297091	30669.11892	3	92007.35675	51185.54117	0.30041285	143192.8979	78376.63723	0.46	170383.994	2.210526316	3.864035978	3.206573031
CO	CO_32	Lower Skeena	1977	9375	1.297991796	12168.67309	1.559297091	18974.57655	3	56923.72966	53496.10661	0.385312133	110419.8363	81914.63536	0.59	138838.365	2.210526316	3.852104469	3.206573031
CO	CO_32	Lower Skeena	1978	13150	1.286400532	16916.16699	1.559297091	26377.32998	3	79131.98995	115027.0965	0.450619275	194159.0864	176132.4938	0.69	255264.4837	2.210526316	3.886814314	3.206573031
CO	CO_32	Lower Skeena	1979	7950	1.290271311	10257.65692	1.559297091	15994.7346	3	47984.2038	76721.89427	0.463680703	124706.0981	117478.5679	0.71	165462.7717	2.210526316	3.875153975	3.206573031
CO	CO_32	Lower Skeena	1980	14155	1.286400532	18208.99953	1.559297091	28393.23999	3	85179.71998	158327.0986	0.483272845	243506.8185	242434.5876	0.74	327614.3076	2.210526316	3.886814314	3.206573031
CO	CO_32	Lower Skeena	1981	14115	1.290271311	18212.17955	1.559297091	28398.1986	3	85194.5958	112962.3147	0.437557846	198156.9105	172970.846	0.67	258165.4418	2.210526316	3.875153975	3.206573031
CO	CO_32	Lower Skeena	1982	9890	1.008097724	9970.08649	1.559297091	15546.32686	3	46638.98058	42061.85537	0.378781419	88700.83595	64406.21128	0.58	111045.1919	2.210526316	4.959836612	3.206573031
CO	CO_32	Lower Skeena	1983	9026	1.290271311	11645.98885	1.559297091	18159.55654	3	54478.66962	151676.5999	0.528987844	206155.2696	232251.1705	0.81	286729.8401	2.210526316	3.875153975	3.206573031
CO	CO_32	Lower Skeena	1984	28385	1.005507817	28541.33939	1.559297091	44504.42749	3	133513.2825	224212.3919	0.470211417	357725.6743	343319.8692	0.72	476833.1517	2.210526316	4.972611763	3.206573031
CO	CO_32	Lower Skeena	1985	8850	1.180133292	10444.17963	1.559297091	16285.57892	3	48856.73676	95720.81424	0.489803559	144577.551	146570.2103	0.75	195426.947	2.210526316	4.236809549	3.206573031
CO	CO_32	Lower Skeena	1986	27000	1.143357982	30870.66551	1.559297091	48136.53893	3	144409.6168	460453.6922	0.542049272	604863.309	705058.7172	0.83	849468.334	2.210526316	4.373083566	3.206573031
CO	CO_32	Lower Skeena	1987	17762	1.797404384	31925.49667	1.559297091	49781.33408	3	149344.0022	173390.7528	0.417965704	322734.7551	265500.4484	0.64	414844.4507	2.210526316	2.781789143	3.206573031
CO	CO_32	Lower Skeena	1988	5580	1.35304859	7550.011133	1.559297091	11772.7104	3	35318.13119	39273.28364	0.41143499	74591.41483	60136.27744	0.63	95454.40863	2.210526316	3.695358789	3.206573031
CO	CO_32	Lower Skeena	1989	21325	1.245112396	26552.02184	1.559297091	41402.49042	3	124207.4713	129514.1357	0.40156037	253721.6069	198319.7133	0.614893016	322527.1845	2.210526316	4.015701728	3.206573031
CO	CO_32	Lower Skeena	1990	39765	1.003155506	39890.47868	1.559297091	62201.10736	3	186603.3221	280866.0099	0.455460811	467469.332	430060.0725	0.697398413	616663.3946	2.210526316	4.984272102	3.206573031
CO	CO_32	Lower Skeena	1991	29385	1.012687029	29757.80834	1.559297091	46401.26398	3	139203.7919	121750.1292	0.328661776	260953.9212	231238.2192	0.624222448	370442.0111	2.210526316	4.937359578	3.206573031
CO	CO_32	Lower Skeena	1992	21295	1.30321079	27751.87377	1.559297091	43273.41604	3	129820.2481	107782.6146	0.28828589	237602.8627	244053.8072	0.652770107	373874.0553	2.210526316	3.836677872	3.206573031
CO	CO_32	Lower Skeena	1993	12520	1.047374054	13113.12316	1.559297091	20447.2548	3	61341.7644	40576.45367	0.286536746	101918.2181	80268.18358	0.566825881	141609.948	2.210526316	4.77384367	3.206573031
CO	CO_32	Lower Skeena	1994	24970	1.304593891	32575.70946	1.559297091	50795.209	3	152385.627	131936.172	0.298413959	284321.799	289739.0392	0.655333351	442124.6662	2.210526316	3.832610312	3.206573031
CO	CO_32	Lower Skeena	1995	10715	1.18259322	12671.48636	1.559297091	19758.61182	3	59275.83545	18801.6768	0.195817882	78077.51225	36740.30286	0.382647162	96016.13831	2.210526316	4.227996503	3.206573031
CO	CO_32	Lower Skeena	1996	9625	1.064481671	10245.63608	1.559297091	15975.99054	3	47927.97161	86139.64844	0.471060659	134067.62	134935.2051	0.737902554	182863.1767	2.210526316	4.697121743	3.206573031
CO	CO_32	Lower Skeena	1997	4635	1.19539265	5540.644935	1.559297091	8639.51153	3	25918.53459	6846.020001	0.131993964	32764.55459	25947.62495	0.500280437	51866.15954	2.210526316	4.182726067	3.206573031
CO	CO_32	Lower Skeena	1998	24655	1.003756211	24747.60939	1.559297091	38588.87534	3	115766.626	2633.107542	0.018303305	118399.7336	28093.04926	0.195280917	143859.6753	2.210526316	4.981289225	3.206573031
CO	CO_32	Lower Skeena	1999	31820	1.006166246	32016.20996	1.559297091	49922.78306	3	149768.3492	4814.003621	0.02507081	154582.3528	42247.92767	0.220022637	192016.2769	2.210526316	4.969357716	3.206573031
CO	CO_32	Lower Skeena	2000	13200	1.015990414	13411.07347	1.559297091	20911.84784	3	62735.54353	4068.55623	0.05342554	66804.09976	13418.22612	0.176199106	76153.76965	2.210526316	4.921306275	3.206573031
CO	CO_32	Lower Skeena	2001	13262	1.734681151	23005.34142	1.559297091	35872.16196	3	107616.4859	6738.259282	0.045076396	114354.7452	41868.82819	0.280086565	149485.3141	2.210526316	2.882374088	3.206573031
CO	CO_32	Lower Skeena	2002	18918	1.181926136	22359.67863	1.559297091	34865.38185	3	104596.1456	12972.97693	0.095098559	117569.1225	31819.97914	0.23325673	136416.1247	2.210526316	4.230382804	3.206573031
CO	CO_32	Lower Skeena	2003	15088	1.647543358	24858.13418	1.559297091	38761.21631	3	116283.6489	13733.78714	0.086550392	130017.4361	42396.01489	0.267179888	158679.6638	2.210526316	3.034821498	3.206573031
CO	CO_32	Lower Skeena	2004	7199	2.310701078	16634.73706	1.559297091	25938.4971	3	77815.49131	23449.25241	0.181118546	101264.7437	51653.59389	0.398964693	129469.0852	2.210526316	2.163845444	3.206573031
CO	CO_32	Lower Skeena	2005	6164	2.967050905	18288.90178	1.559297091	28517.83135	3	85553.49404	7026.343358	0.059738575	92579.8374	32064.70144	0.272616846	117618.1955	2.210526316	1.685174997	3.206573031
CO	CO_32	Lower Skeena	2006	6175	2.047112863	12640.92193	1.559297091	19710.95279	3	59132.85838	4543.318071	0.059313927	63676.17646	17464.97128	0.228008696	76597.82967	2.210526316	2.442464258	3.206573031
CO	CO_32	Lower Skeena	2007	2950	3.877197556	11437.73279	1.559297091	17834.82347	3	53504.4704	13790.37378	0.148336702	67294.84419	39462.23026	0.424477044	92966.70066	2.210526316	1.289591239	3.206573031
CO	CO_32	Lower Skeena	2008	5294	1.666905972	8824.600216	1.559297091	13760.17345	3	41280.52034	4017.902991	0.064297872	45298.42333	21208.37464	0.339394298	62488.89498	2.210526316	2.999569312	3.206573031
CO	CO_32	Lower Skeena	2009	14862	1.563857334	23242.0477	1.559297091	36241.25737	3	108723.7721	8234.717491	0.047466913	116958.4896	64759.5433	0.373289749	173483.3154	2.210526316	3.197222593	3.206573031
CO	CO_32	Lower Skeena	2010	18732	1.54070194	28860.42874	1.559297091	45001.98259	3	135005.9478	13148.19715	0.067821162	148154.1449	58859.75457	0.303610973	193865.7023	2.210526316	3.245274033	3.206573031
CO	CO_32	Lower Skeena	2011	7275	1.868883731	13596.12915	1.559297091	21200.40463	3	63601.21388	19414.87259	0.174237691	83016.08647	47826.2992	0.429214454	111427.5131	2.210526316	2.675393828	3.206573031
CO	CO_32	Lower Skeena	2012	9109	1.583634483	14425.32651	1.559297091	22493.36966	3	67480.10899	7658.763417	0.074731488	75138.87241	35003.64418	0.341553106	102483.7532	2.210526316	3.15729422	3.206573031
CO	CO_32	Lower Skeena	2013	11980	2.824882494	33842.09228	1.559297091	52769.87605	3	158309.6281	25262.96729	0.101000006	183572.5954	91818.74521	0.367086484	250128.3734	2.210526316	1.769985127	3.206573031
CO	CO_32	Lower Skeena	2014	16300	1.638097673	26700.99207	1.559297091	41634.77926	3	124904.3378	11385.58335	0.069033022	136289.9211	40025.18499	0.242680536	164929.5228	2.210526316	3.052321044	3.206573031
CO	CO_32	Lower Skeena	2015	2370	3.336640685	7907.838424	1.559297091	12330.66945	3	36992.00835	10877.74523	0.176332107	47869.75358	24696.95689	0.400346428	61688.96524	2.210526316	1.498513167	3.206573031
CO	CO_32	Lower Skeena	2016	10380	2.541117301	26376.79759	1.559297091	41129.26375	3	123387.7913	38848.22222	0.184389526	162236.0135	87297.83155	0.414351157	210685.6228	2.210526316	1.967638407	3.206573031
CO	CO_32	Lower Skeena	2017	5564	2.502690603	13924.97051	1.559297091	21713.16602	3	65139.49805	0	0	65139.49805	0	0	65139.49805	2.210526316	1.997849832	3.206573031
CO	CO_33	Middle Skeena	1954	19720	1.28608907	25361.67645	2.358018361	59803.29874	3	179409.8962	143204.6908	0.359189277	322614.587	219278.762	0.55	398688.6582	2.588235294	3.887755614	2.120424541
CO	CO_33	Middle Skeena	1955	19960	1.024671475	20452.44265	2.358018361	48227.23529	3	144681.7059	115484.7051	0.359189277	260166.411	176833.1961	0.55	321514.9019	2.588235294	4.879612754	2.120424541
CO	CO_33	Middle Skeena	1956	29075	1.024671475	29792.32314	2.358018361	70250.84499	3	210752.535	168222.3347	0.359189277	378974.8697	257586.4316	0.55	468338.9666	2.588235294	4.879612754	2.120424541
CO	CO_33	Middle Skeena	1957	6925	1.03391823	7159.883741	2.358018361	16883.13732	3	50649.41197	40428.27923	0.359189277	91077.69121	61904.83685	0.55	112554.2488	2.588235294	4.835972378	2.120424541
CO	CO_33	Middle Skeena	1958	11600	1.024671475	11886.18911	2.358018361	28027.85217	3	84083.55652	67115.35968	0.359189277	151198.9162	102768.7913	0.55	186852.3478	2.588235294	4.879612754	2.120424541
CO	CO_33	Middle Skeena	1959	11275	1.024671475	11553.17088	2.358018361	27242.58907	3	81727.76722	65234.97244	0.359189277	146962.7397	99889.49326	0.55	181617.2605	2.588235294	4.879612754	2.120424541
CO	CO_33	Middle Skeena	1960	17075	1.515102728	25870.37908	2.358018361	61002.82888	3	183008.4866	146077.0799	0.359189277	329085.5665	223677.0392	0.55	406685.5259	2.588235294	3.300106262	2.120424541
CO	CO_33	Middle Skeena	1961	6500	1.584106141	10296.68992	2.358018361	24279.78388	3	72839.35165	58140.25342	0.359189277	130979.6051	89025.87423	0.55	161865.2259	2.588235294	3.156354155	2.120424541
CO	CO_33	Middle Skeena	1962	8300	2.096514443	17401.06988	2.358018361	41032.04227	3	123096.1268	98255.13059	0.359189277	221351.2574	150450.8217	0.55	273546.9485	2.588235294	2.38491083	2.120424541
CO	CO_33	Middle Skeena	1963	4550	1.39856805	6363.484629	2.358018361	15005.2136	3	45015.64079	29398.42811	0.326535706	74414.06889	45015.64079	0.5	90031.28157	2.588235294	3.575085244	2.120424541
CO	CO_33	Middle Skeena	1964	6200	1.273323922	7894.608315	2.358018361	18615.63136	3	55846.89407	62100.98998	0.41143499	117947.8841	95090.65748	0.63	150937.5516	2.588235294	3.926730594	2.120424541
CO	CO_33	Middle Skeena	1965	9700	1	9700	2.358018361	22872.7781	3	68618.3343	41365.54384	0.313474278	109983.8781	63340.0009	0.48	131958.3352	2.588235294	5	2.120424541
CO	CO_33	Middle Skeena	1966	9150	1.004320265	9189.530428	2.358018361	21669.08148	3	65007.24444	61092.87813	0.385312133	126100.1226	93547.01028	0.59	158554.2547	2.588235294	4.978491595	2.120424541
CO	CO_33	Middle Skeena	1967	5950	1.19043192	7083.069924	2.358018361	16702.00893	3	50106.0268	29018.34421	0.306943564	79124.37101	44433.64641	0.47	94539.6732	2.588235294	4.200156192	2.120424541
CO	CO_33	Middle Skeena	1968	14650	1.156741947	16946.26953	2.358018361	39959.6147	3	119878.8441	112660.4223	0.385312133	232539.2664	172508.5805	0.59	292387.4246	2.588235294	4.322485245	2.120424541
CO	CO_33	Middle Skeena	1969	10550	1	10550	2.358018361	24877.09371	3	74631.28112	48739.55617	0.326535706	123370.8373	74631.28112	0.5	149262.5622	2.588235294	5	2.120424541
CO	CO_33	Middle Skeena	1970	9425	1	9425	2.358018361	22224.32305	3	66672.96916	57718.74366	0.372250705	124391.7128	88380.44749	0.57	155053.4166	2.588235294	5	2.120424541
CO	CO_33	Middle Skeena	1971	10150	1.204783688	12228.55443	2.358018361	28835.15588	3	86505.46763	74887.72398	0.372250705	161393.1916	114670.0385	0.57	201175.5061	2.588235294	4.150122591	2.120424541
CO	CO_33	Middle Skeena	1972	11675	1.276414134	14902.13502	2.358018361	35139.50799	3	105418.524	133641.8943	0.431027132	239060.4183	204635.9583	0.66	310054.4823	2.588235294	3.917223936	2.120424541
CO	CO_33	Middle Skeena	1973	9575	1.243427273	11905.81614	2.358018361	28074.13305	3	84222.39915	57248.27142	0.33306642	141470.6706	87660.0481	0.51	171882.4473	2.588235294	4.021143906	2.120424541
CO	CO_33	Middle Skeena	1974	6025	1.243427273	7491.649318	2.358018361	17665.44665	3	52996.33994	44049.59309	0.365719991	97045.93303	67449.88719	0.56	120446.2271	2.588235294	4.021143906	2.120424541
CO	CO_33	Middle Skeena	1975	2865	1.152955439	3303.217333	2.358018361	7789.047121	3	23367.14136	12999.61023	0.30041285	36366.75159	19905.34264	0.46	43272.484	2.588235294	4.336681047	2.120424541
CO	CO_33	Middle Skeena	1976	3347	1.721888034	5763.159251	2.358018361	13589.63533	3	40768.90599	22680.56153	0.30041285	63449.46753	34729.06807	0.46	75497.97406	2.588235294	2.903789271	2.120424541
CO	CO_33	Middle Skeena	1977	8215	1.152955439	9471.528931	2.358018361	22334.03913	3	67002.11738	62967.63117	0.385312133	129969.7486	96417.68111	0.59	163419.7985	2.588235294	4.336681047	2.120424541
CO	CO_33	Middle Skeena	1978	10017	1.204783688	12068.3182	2.358018361	28457.3159	3	85371.94771	124097.565	0.450619275	209469.5127	190021.432	0.69	275393.3797	2.588235294	4.150122591	2.120424541
CO	CO_33	Middle Skeena	1979	1285	1.523331206	1957.4806	2.358018361	4615.775196	3	13847.32559	22140.47469	0.463680703	35987.80028	33902.07299	0.71	47749.39858	2.588235294	3.282280294	2.120424541
CO	CO_33	Middle Skeena	1980	5600	1.477398256	8273.430235	2.358018361	19508.9004	3	58526.70121	108786.0208	0.483272845	167312.722	166575.9957	0.74	225102.6969	2.588235294	3.384327807	2.120424541
CO	CO_33	Middle Skeena	1981	2165	1.574690707	3409.20538	2.358018361	8038.968883	3	24116.90665	31977.39919	0.437557846	56094.30584	48964.62865	0.67	73081.5353	2.588235294	3.175226715	2.120424541
CO	CO_33	Middle Skeena	1982	4199	1.600367037	6719.941187	2.358018361	15845.7447	3	47537.23411	42871.95476	0.378781419	90409.18887	65646.65663	0.58	113183.8907	2.588235294	3.124283296	2.120424541
