Stock,Region,Catch.Year,CWTs,Ages,SEAK.Troll,SEAK.Net,SEAK.Sport,NBC.Troll,NBC.Sport,WCVI.Troll,WCVI.Sport,ISBM.NCBC.Troll,ISBM.NCBC.Net,ISBM.NCBC.Sport,ISBM.SBC.Troll,ISBM.SBC.Net,ISBM.SBC.Sport,ISBM.NF.Troll,ISBM.NF.Sport,ISBM.SF.Troll,ISBM.SF.Sport,ISBM.WAC.Net,ISBM.PS.Net,ISBM.PS.Sport,Term.SEAK.Troll,Term.SEAK.Net,Term.SEAK.Sport,Term.CAN.Net,Term.CAN.Sport,Term.SUS.Troll,Term.SUS.Net,Term.SUS.Sport,Stray,Escapement
NWVI,WCVI,2003,"2,981","2,3,4,5",14.6,2.1,3.1,0.8,1.7,0.0,0.0,0.0,0.0,2.9,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.2
NWVI,WCVI,2004,"4,927","2,3,4,5",13.6,8.4,2.3,2.7,1.6,0.1,0.6,0.0,0.0,2.9,0.0,0.0,3.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,64.4
NWVI,WCVI,2005,"3,177","2,3,4,5",15.4,2.0,4.5,3.1,4.3,0.0,1.1,0.0,0.0,6.4,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,59.4
NWVI,WCVI,2006,"2,838","2,3,4,5",11.6,2.5,3.9,2.6,2.9,0.0,1.9,0.0,0.0,2.1,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.2
NWVI,WCVI,2007,"2,310","2,3,4,5",16.2,3.3,5.9,4.9,5.3,0.1,1.3,0.0,0.0,1.7,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.3
NWVI,WCVI,2008,"1,625","2,3,4,5",9.9,0.5,2.4,2.6,2.7,0.0,0.8,0.0,0.0,3.4,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0
NWVI,WCVI,2009,"1,564","2,3,4,5",12.1,10.2,4.5,2.0,7.2,0.0,1.1,0.0,0.0,6.5,0.0,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6
NWVI,WCVI,2010,"1,435","2,3,4,5",7.2,0.3,8.8,3.0,4.7,0.7,2.2,0.0,0.0,2.6,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,65.2
NWVI,WCVI,2011,"2,420","2,3,4,5",13.7,1.9,3.0,3.4,3.5,0.2,3.8,0.0,0.0,4.1,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5
NWVI,WCVI,2012,"2,110","2,3,4,5",12.6,3.4,2.6,2.7,2.8,0.2,2.4,0.0,0.0,4.6,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0
NWVI,WCVI,2013,"1,478","2,3,4,5",10.4,3.8,3.8,1.0,4.5,0.0,1.1,0.0,0.0,1.8,0.0,0.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.5
NWVI,WCVI,2014,"2,489","2,3,4,5",13.9,2.0,7.1,1.9,3.4,0.7,4.5,0.0,0.0,1.4,0.0,0.0,5.3,0.0,0.1,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.8
NWVI,WCVI,2015,"3,615","2,3,4,5",3.9,3.2,4.7,0.4,4.0,0.3,2.7,0.0,0.1,2.3,0.0,0.0,9.1,0.3,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,68.0
NWVI,WCVI,2016,"5,552","2,3,4,5",13.5,5.0,8.1,1.9,3.9,0.8,0.8,0.0,0.2,3.6,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.3
NWVI,WCVI,2017,"7,725","2,3,4,5",7.8,0.6,7.2,1.6,8.0,0.6,3.9,0.0,0.0,1.7,0.0,1.1,7.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.2,58.8
NWVI,WCVI,2018,"9,187","2,3,4,5",5.6,0.6,2.4,4.2,6.5,1.3,4.5,0.0,0.0,3.1,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3,64.1
NWVI,WCVI,2019,"13,871","2,3,4,5",4.7,5.4,3.5,2.6,5.4,0.8,2.4,0.0,0.0,4.1,0.0,0.0,6.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,64.3
NWVI,WCVI,2020,"11,484","2,3,4,5",6.6,2.6,4.5,2.4,2.9,0.3,1.6,0.0,0.0,1.6,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,72.2
NWVI,WCVI,2021,"11,410","2,3,4,5",7.5,4.9,3.1,3.1,2.5,0.8,1.8,0.0,0.0,1.8,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.8
NWVI,WCVI,2022,"7,527","2,3,4,5",8.8,6.0,3.8,1.8,2.6,0.6,2.9,0.0,0.0,6.6,0.0,0.0,9.1,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,57.3
NWVI,WCVI,2023,"8,897","2,3,4,5",2.4,1.9,1.6,1.9,2.0,0.9,1.8,0.0,0.0,2.4,0.0,0.5,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.8
SWVI,WCVI,1979,"5,457","2,3,4,5",21.2,0.6,0.7,11.9,0.0,8.3,0.0,11.3,7.4,0.1,0.5,2.1,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,34.4
SWVI,WCVI,1980,"5,057","2,3,4,5",28.3,5.7,1.1,8.5,0.0,7.4,0.2,8.7,4.6,0.0,0.0,1.2,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.6
SWVI,WCVI,1981,"3,098","2,3,4,5",31.6,1.6,1.0,13.9,0.0,5.8,0.1,8.3,4.6,0.3,0.4,1.2,1.5,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,28.4
SWVI,WCVI,1982,"4,695","2,3,4,5",29.1,3.5,1.6,14.7,0.0,6.1,0.1,7.1,4.5,0.0,0.1,1.3,0.9,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,30.0
SWVI,WCVI,1983,"4,084","2,3,4,5",41.4,2.7,0.4,11.1,0.0,5.7,0.0,7.9,2.3,0.1,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,27.3
SWVI,WCVI,1984,"3,312","2,3,4,5",30.1,4.1,0.1,13.7,0.0,6.7,0.0,3.9,2.7,0.0,0.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.7
SWVI,WCVI,1985,"1,697","2,3,4,5",19.8,13.7,0.0,16.0,0.0,1.4,0.0,0.9,3.7,0.0,0.0,1.9,0.7,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.0,1.1,0.0,0.2,40.0
SWVI,WCVI,1986,913,"2,3,4,5",15.8,8.2,0.6,8.1,0.8,6.2,0.0,0.9,3.3,0.0,0.0,0.7,1.2,0.0,0.0,0.0,0.0,0.0,0.2,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.4
SWVI,WCVI,1987,"1,621","2,3,4,5",10.6,3.2,1.0,7.4,0.0,2.7,0.2,3.5,2.3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,66.9
SWVI,WCVI,1988,"3,158","2,3,4,5",11.3,4.4,1.3,7.6,1.1,4.9,1.1,1.4,1.8,0.0,0.0,0.2,4.8,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,59.4
SWVI,WCVI,1989,"6,584","2,3,4,5",10.1,7.6,0.4,9.6,0.5,2.5,1.1,1.7,1.1,0.1,0.0,0.9,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.8
SWVI,WCVI,1990,"11,140","2,3,4,5",19.0,2.3,2.0,9.1,0.8,6.2,0.8,2.3,1.5,0.1,0.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,53.9
SWVI,WCVI,1991,"13,818","2,3,4,5",19.4,2.4,3.2,9.7,0.5,4.9,0.6,2.6,0.6,0.3,0.0,1.3,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.1
SWVI,WCVI,1992,"11,347","2,3,4,5",15.3,15.7,1.6,6.8,0.9,17.1,0.8,2.8,0.7,0.3,0.0,0.5,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,36.0
SWVI,WCVI,1993,"6,711","2,3,4,5",16.0,2.1,2.4,7.7,0.8,14.7,0.8,2.1,0.4,0.2,0.0,0.7,2.5,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.4
SWVI,WCVI,1994,"3,788","2,3,4,5",17.7,6.3,3.9,9.2,0.5,4.9,1.7,1.2,0.9,0.2,0.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.2
SWVI,WCVI,1995,"1,492","2,3,4,5",15.0,0.0,4.3,3.1,2.0,1.6,0.8,0.3,0.4,0.0,0.0,0.1,3.8,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,68.1
SWVI,WCVI,1996,844,"2,3,4,5",8.6,0.1,3.9,2.5,1.2,0.7,0.0,0.4,0.0,1.8,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.6
SWVI,WCVI,1997,"2,213","2,3,4,5",14.1,3.6,5.1,5.0,1.6,0.1,0.0,1.8,0.5,1.2,0.0,0.1,2.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.7
SWVI,WCVI,1998,"3,170","2,3,4,5",17.4,1.8,4.9,5.6,3.0,0.0,1.8,0.0,0.0,0.5,0.0,0.0,4.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,60.9
SWVI,WCVI,1999,"1,244","2,3,4,5",12.6,1.1,7.9,5.5,6.8,0.0,0.9,0.3,0.0,0.3,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.3
SWVI,WCVI,2000,222,"2,3,4,5",7.3,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.3
SWVI,WCVI,2001,937,"2,3,4,5",4.3,0.0,2.0,0.0,0.0,0.0,1.6,0.0,0.0,0.6,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,87.5
SWVI,WCVI,2002,"2,086","2,3,4,5",13.0,0.6,1.4,3.8,2.3,0.3,1.0,0.2,0.0,2.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.7
SWVI,WCVI,2003,"2,981","2,3,4,5",14.6,2.1,3.1,0.8,1.7,0.0,0.0,0.0,0.0,2.9,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.2
SWVI,WCVI,2004,"4,927","2,3,4,5",13.6,8.4,2.3,2.7,1.6,0.1,0.6,0.0,0.0,2.9,0.0,0.0,3.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,64.4
SWVI,WCVI,2005,"3,177","2,3,4,5",15.4,2.0,4.5,3.1,4.3,0.0,1.1,0.0,0.0,6.4,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,59.4
SWVI,WCVI,2006,"2,838","2,3,4,5",11.6,2.5,3.9,2.6,2.9,0.0,1.9,0.0,0.0,2.1,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.2
SWVI,WCVI,2007,"2,310","2,3,4,5",16.2,3.3,5.9,4.9,5.3,0.1,1.3,0.0,0.0,1.7,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.3
SWVI,WCVI,2008,"1,625","2,3,4,5",9.9,0.5,2.4,2.6,2.7,0.0,0.8,0.0,0.0,3.4,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0
SWVI,WCVI,2009,"1,564","2,3,4,5",12.1,10.2,4.5,2.0,7.2,0.0,1.1,0.0,0.0,6.5,0.0,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6
SWVI,WCVI,2010,"1,435","2,3,4,5",7.2,0.3,8.8,3.0,4.7,0.7,2.2,0.0,0.0,2.6,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,65.2
SWVI,WCVI,2011,"2,420","2,3,4,5",13.7,1.9,3.0,3.4,3.5,0.2,3.8,0.0,0.0,4.1,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5
SWVI,WCVI,2012,"2,110","2,3,4,5",12.6,3.4,2.6,2.7,2.8,0.2,2.4,0.0,0.0,4.6,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0
SWVI,WCVI,2013,"1,478","2,3,4,5",10.4,3.8,3.8,1.0,4.5,0.0,1.1,0.0,0.0,1.8,0.0,0.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.5
SWVI,WCVI,2014,"2,489","2,3,4,5",13.9,2.0,7.1,1.9,3.4,0.7,4.5,0.0,0.0,1.4,0.0,0.0,5.3,0.0,0.1,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.8
SWVI,WCVI,2015,"3,615","2,3,4,5",3.9,3.2,4.7,0.4,4.0,0.3,2.7,0.0,0.1,2.3,0.0,0.0,9.1,0.3,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,68.0
SWVI,WCVI,2016,"5,552","2,3,4,5",13.5,5.0,8.1,1.9,3.9,0.8,0.8,0.0,0.2,3.6,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.3
SWVI,WCVI,2017,"7,725","2,3,4,5",7.8,0.6,7.2,1.6,8.0,0.6,3.9,0.0,0.0,1.7,0.0,1.1,7.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.2,58.8
SWVI,WCVI,2018,"9,187","2,3,4,5",5.6,0.6,2.4,4.2,6.5,1.3,4.5,0.0,0.0,3.1,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3,64.1
SWVI,WCVI,2019,"13,871","2,3,4,5",4.7,5.4,3.5,2.6,5.4,0.8,2.4,0.0,0.0,4.1,0.0,0.0,6.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,64.3
SWVI,WCVI,2020,"11,484","2,3,4,5",6.6,2.6,4.5,2.4,2.9,0.3,1.6,0.0,0.0,1.6,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,72.2
SWVI,WCVI,2021,"11,410","2,3,4,5",7.5,4.9,3.1,3.1,2.5,0.8,1.8,0.0,0.0,1.8,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.8
SWVI,WCVI,2022,"7,527","2,3,4,5",8.8,6.0,3.8,1.8,2.6,0.6,2.9,0.0,0.0,6.6,0.0,0.0,9.1,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,57.3
SWVI,WCVI,2023,"8,897","2,3,4,5",2.4,1.9,1.6,1.9,2.0,0.9,1.8,0.0,0.0,2.4,0.0,0.5,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.8
Lower Shuswap Summer,Fraser,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower Shuswap Summer,Fraser,1980,82,2,11.8,0.0,0.3,18.8,0.0,2.2,0.0,0.6,1.2,0.0,0.3,7.2,20.8,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.5
Lower Shuswap Summer,Fraser,1981,142,"2,3",14.1,0.0,0.1,3.9,0.0,0.7,0.0,2.0,6.6,0.0,1.7,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,62.2
Lower Shuswap Summer,Fraser,1982,384,"3,4",28.8,1.0,0.5,12.7,0.0,6.2,0.0,1.2,4.4,0.0,0.8,11.9,4.7,0.0,0.0,0.0,0.0,0.0,10.3,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1.6,0.0,0.0,15.1
Lower Shuswap Summer,Fraser,1983,168,"4,5",29.2,1.8,0.0,23.0,0.0,0.0,0.0,7.4,4.2,0.0,0.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8
Lower Shuswap Summer,Fraser,1984,68,5,20.6,0.0,0.0,19.3,0.0,0.0,0.0,3.0,4.4,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.1
Lower Shuswap Summer,Fraser,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower Shuswap Summer,Fraser,1986,114,2,10.4,0.6,0.0,16.3,0.3,6.7,0.0,3.2,3.6,0.3,0.4,46.4,7.7,0.0,0.1,0.0,0.0,0.0,3.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lower Shuswap Summer,Fraser,1987,634,"2,3",7.8,2.3,0.1,11.7,0.0,2.2,0.0,2.6,0.8,0.7,0.9,8.4,4.5,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.8,7.3,0.0,0.0,0.0,0.3,46.9
Lower Shuswap Summer,Fraser,1988,"2,072","2,3,4",7.6,0.2,0.1,9.6,0.3,5.0,0.1,1.7,1.3,0.0,0.0,6.4,2.8,0.0,0.1,0.0,0.0,0.1,1.2,0.2,0.0,0.0,0.0,0.9,1.4,0.0,0.3,0.0,0.2,60.5
Lower Shuswap Summer,Fraser,1989,"1,682","2,3,4,5",5.1,4.0,0.0,7.2,0.0,1.1,0.0,0.5,0.2,0.0,0.0,12.4,0.4,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,1.1,0.4,0.0,0.5,0.0,0.0,66.0
Lower Shuswap Summer,Fraser,1990,"1,255","2,3,4,5",27.7,0.0,0.9,19.3,0.3,3.7,3.1,1.8,1.1,0.9,0.0,2.2,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,7.6,1.5,0.0,0.0,0.0,1.1,26.6
Lower Shuswap Summer,Fraser,1991,634,"2,3,4,5",33.8,0.0,0.7,22.1,0.5,3.0,0.0,1.4,1.3,0.0,0.0,5.5,1.4,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,5.2,0.7,0.0,0.0,0.0,0.2,21.1
Lower Shuswap Summer,Fraser,1992,297,"2,3,4,5",13.4,0.0,0.0,17.6,0.0,4.4,0.0,6.3,1.3,0.0,0.0,4.8,5.2,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,5.1,4.3,0.0,0.0,0.0,0.0,35.0
Lower Shuswap Summer,Fraser,1993,481,"2,3,4,5",7.7,1.7,0.0,12.8,0.0,10.0,0.0,1.1,0.7,0.0,0.0,7.3,1.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,8.5,3.6,0.0,0.0,0.0,0.0,40.3
Lower Shuswap Summer,Fraser,1994,"1,045","2,3,4,5",9.4,0.0,1.1,17.4,1.7,8.1,0.0,10.0,0.8,0.0,0.9,4.2,1.9,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.8,0.0,0.0,0.0,0.0,0.5,31.2
Lower Shuswap Summer,Fraser,1995,537,"2,3,4,5",16.6,0.0,3.7,11.2,4.1,3.3,0.0,0.8,0.2,1.6,0.0,3.4,2.8,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,7.8,0.4,0.0,0.7,0.0,0.6,40.4
Lower Shuswap Summer,Fraser,1996,745,"2,3,4,5",16.0,0.0,0.0,0.5,1.0,0.3,1.0,0.0,0.1,1.5,0.0,0.5,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,1.2,0.0,0.0,0.0,0.0,65.4
Lower Shuswap Summer,Fraser,1997,614,"2,3,4,5",13.2,0.8,0.0,8.5,2.4,0.6,0.0,0.2,0.2,0.7,0.0,3.6,5.7,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,15.5,0.0,0.0,0.3,0.0,0.0,46.1
Lower Shuswap Summer,Fraser,1998,767,"2,3,4,5",21.2,0.4,9.5,7.0,14.7,0.0,0.0,0.0,0.0,1.1,0.0,0.4,7.8,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,5.4,0.7,0.0,0.0,0.0,1.2,30.0
Lower Shuswap Summer,Fraser,1999,838,"2,3,4,5",15.4,0.0,6.6,0.7,4.6,0.0,0.0,0.0,0.0,0.3,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.4,0.0,0.0,0.0,0.0,62.2
Lower Shuswap Summer,Fraser,2000,739,"2,3,4,5",10.7,0.0,11.2,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,6.2,1.3,0.0,0.0,0.0,0.9,59.7
Lower Shuswap Summer,Fraser,2001,"1,168","2,3,4,5",8.1,1.2,0.5,0.0,0.0,0.0,0.0,0.7,0.0,1.1,0.1,0.7,9.5,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.5,1.6,0.0,0.3,0.0,0.0,74.7
Lower Shuswap Summer,Fraser,2002,"1,566","2,3,4,5",18.2,0.0,2.5,12.7,4.4,1.3,0.0,0.1,0.0,1.6,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,0.5,0.0,0.0,0.0,0.0,46.6
Lower Shuswap Summer,Fraser,2003,"1,904","2,3,4,5",9.8,0.8,1.6,8.0,2.5,0.0,0.0,2.4,0.0,0.5,0.0,0.0,7.0,0.2,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,4.5,2.3,0.0,0.0,0.0,0.0,59.9
Lower Shuswap Summer,Fraser,2004,"1,168","2,3,4,5",18.1,0.0,2.2,9.3,4.4,0.8,0.0,0.0,0.0,4.7,0.0,0.0,5.4,0.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.8,2.7,0.0,0.0,0.0,0.0,39.3
Lower Shuswap Summer,Fraser,2005,833,"2,3,4,5",14.8,0.0,1.8,12.3,4.8,0.4,3.2,0.0,0.0,1.6,0.0,0.0,14.5,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,7.0,3.7,0.0,0.0,0.0,0.0,35.1
Lower Shuswap Summer,Fraser,2006,"1,333","2,3,4,5",12.0,0.0,2.7,13.1,7.8,0.3,1.0,0.0,0.0,1.8,0.0,0.0,10.3,0.2,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,7.1,3.1,0.0,0.0,0.0,0.8,38.9
