region,species_name,species_qualified,cuid,cu_name_pse,year,spawners,us_catch,cdn_catch,combined_catch,run_size_adjustment,in_season_run_size,run_size,exploitation_rate
Skeena,Sockeye,SEL,171,Alastair,1950,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,171,Alastair,1951,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,171,Alastair,1952,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,171,Alastair,1953,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,171,Alastair,1954,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,171,Alastair,1955,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,171,Alastair,1956,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,171,Alastair,1957,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,171,Alastair,1958,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,171,Alastair,1959,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,171,Alastair,1960,7770,854,2834,NA,NA,NA,11458,0.32
Skeena,Sockeye,SEL,171,Alastair,1961,29417,463,12392,NA,NA,NA,42272,0.3
Skeena,Sockeye,SEL,171,Alastair,1962,22079,1381,9609,NA,NA,NA,33069,0.33
Skeena,Sockeye,SEL,171,Alastair,1963,19981,1299,3820,NA,NA,NA,25100,0.2
Skeena,Sockeye,SEL,171,Alastair,1964,4218,279,1719,NA,NA,NA,6216,0.32
Skeena,Sockeye,SEL,171,Alastair,1965,17539,1736,4852,NA,NA,NA,24127,0.27
Skeena,Sockeye,SEL,171,Alastair,1966,18649,635,10734,NA,NA,NA,30018,0.38
Skeena,Sockeye,SEL,171,Alastair,1967,27752,2944,16810,NA,NA,NA,47506,0.42
Skeena,Sockeye,SEL,171,Alastair,1968,33302,1274,18114,NA,NA,NA,52690,0.37
Skeena,Sockeye,SEL,171,Alastair,1969,6660,276,2610,NA,NA,NA,9546,0.3
Skeena,Sockeye,SEL,171,Alastair,1970,4995,93,2095,NA,NA,NA,7183,0.3
Skeena,Sockeye,SEL,171,Alastair,1971,2553,43,1216,NA,NA,NA,3812,0.33
Skeena,Sockeye,SEL,171,Alastair,1972,8881,442,4102,NA,NA,NA,13425,0.34
Skeena,Sockeye,SEL,171,Alastair,1973,8881,339,5042,NA,NA,NA,14262,0.38
Skeena,Sockeye,SEL,171,Alastair,1974,3885,162,2524,NA,NA,NA,6571,0.41
Skeena,Sockeye,SEL,171,Alastair,1975,1332,17,437,NA,NA,NA,1786,0.25
Skeena,Sockeye,SEL,171,Alastair,1976,6660,295,3215,NA,NA,NA,10170,0.35
Skeena,Sockeye,SEL,171,Alastair,1977,15541,938,7387,NA,NA,NA,23866,0.35
Skeena,Sockeye,SEL,171,Alastair,1978,19981,1559,9819,NA,NA,NA,31359,0.36
Skeena,Sockeye,SEL,171,Alastair,1979,19981,1059,9173,NA,NA,NA,30213,0.34
Skeena,Sockeye,SEL,171,Alastair,1980,33302,5263,13283,NA,NA,NA,51848,0.36
Skeena,Sockeye,SEL,171,Alastair,1981,1998,98,959,NA,NA,NA,3055,0.35
Skeena,Sockeye,SEL,171,Alastair,1982,10546,941,6922,NA,NA,NA,18409,0.43
Skeena,Sockeye,SEL,171,Alastair,1983,14431,2016,3254,NA,NA,NA,19701,0.27
Skeena,Sockeye,SEL,171,Alastair,1984,8881,841,3383,NA,NA,NA,13105,0.32
Skeena,Sockeye,SEL,171,Alastair,1985,8881,534,3579,NA,NA,NA,12994,0.32
Skeena,Sockeye,SEL,171,Alastair,1986,23311,3377,8587,NA,NA,NA,35275,0.34
Skeena,Sockeye,SEL,171,Alastair,1987,11101,358,2549,NA,NA,NA,14008,0.21
Skeena,Sockeye,SEL,171,Alastair,1988,14431,1705,8408,NA,NA,NA,24544,0.41
Skeena,Sockeye,SEL,171,Alastair,1989,16576,1746,5383,NA,NA,NA,23705,0.3
Skeena,Sockeye,SEL,171,Alastair,1990,11101,1441,4356,NA,NA,NA,16898,0.34
Skeena,Sockeye,SEL,171,Alastair,1991,24421,3738,13393,NA,NA,NA,41552,0.41
Skeena,Sockeye,SEL,171,Alastair,1992,17761,2784,13890,NA,NA,NA,34435,0.48
Skeena,Sockeye,SEL,171,Alastair,1993,16651,1321,9508,NA,NA,NA,27480,0.39
Skeena,Sockeye,SEL,171,Alastair,1994,14431,2400,6256,NA,NA,NA,23087,0.38
Skeena,Sockeye,SEL,171,Alastair,1995,18871,3098,12355,NA,NA,NA,34324,0.45
Skeena,Sockeye,SEL,171,Alastair,1996,27752,3168,20364,NA,NA,NA,51284,0.46
Skeena,Sockeye,SEL,171,Alastair,1997,26642,5491,25934,NA,NA,NA,58067,0.54
Skeena,Sockeye,SEL,171,Alastair,1998,20536,2523,5629,NA,NA,NA,28688,0.28
Skeena,Sockeye,SEL,171,Alastair,1999,5550,319,1273,NA,NA,NA,7142,0.22
Skeena,Sockeye,SEL,171,Alastair,2000,12087,408,6313,NA,NA,NA,18808,0.36
Skeena,Sockeye,SEL,171,Alastair,2001,19630,1108,5721,NA,NA,NA,26459,0.26
Skeena,Sockeye,SEL,171,Alastair,2002,4346,178,2006,NA,NA,NA,6530,0.33
Skeena,Sockeye,SEL,171,Alastair,2003,64724,3755,13206,NA,NA,NA,81685,0.21
Skeena,Sockeye,SEL,171,Alastair,2004,15951,845,2915,NA,NA,NA,19711,0.19
Skeena,Sockeye,SEL,171,Alastair,2005,13324,1068,946,NA,NA,NA,15338,0.13
Skeena,Sockeye,SEL,171,Alastair,2006,11489,266,2497,NA,NA,NA,14252,0.19
Skeena,Sockeye,SEL,171,Alastair,2007,35091,6116,8106,NA,NA,NA,49313,0.29
Skeena,Sockeye,SEL,171,Alastair,2008,985,27,291,NA,NA,NA,1303,0.24
Skeena,Sockeye,SEL,171,Alastair,2009,29550,1329,1873,NA,NA,NA,32752,0.1
Skeena,Sockeye,SEL,171,Alastair,2010,79168,2864,6698,NA,NA,NA,88730,0.11
Skeena,Sockeye,SEL,171,Alastair,2011,44309,2422,8607,NA,NA,NA,55338,0.2
Skeena,Sockeye,SEL,171,Alastair,2012,36410,1210,7245,NA,NA,NA,44865,0.19
Skeena,Sockeye,SEL,171,Alastair,2013,30504,788,1732,NA,NA,NA,33024,0.08
Skeena,Sockeye,SEL,171,Alastair,2014,11609,780,1227,NA,NA,NA,13616,0.15
Skeena,Sockeye,SEL,171,Alastair,2015,23622,1445,856,NA,NA,NA,25923,0.09
Skeena,Sockeye,SEL,171,Alastair,2016,66659,7808,6094,NA,NA,NA,80561,0.17
Skeena,Sockeye,SEL,171,Alastair,2017,13876,631,130,NA,NA,NA,14637,0.05
Skeena,Sockeye,SEL,171,Alastair,2018,3282,163,171,NA,NA,NA,3616,0.09
Skeena,Sockeye,SEL,171,Alastair,2019,4311,604,252,NA,NA,NA,5167,0.17
Skeena,Sockeye,SEL,171,Alastair,2020,466,41,29,NA,NA,NA,536,0.1
Skeena,Sockeye,SEL,171,Alastair,2021,12655,3040,559,NA,NA,NA,16254,0.22
Skeena,Sockeye,SEL,171,Alastair,2022,23511,1523,2144,NA,NA,NA,27178,0.14
Skeena,Sockeye,SEL,171,Alastair,2023,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1950,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1951,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1952,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1953,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1954,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1955,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1956,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1957,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1958,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1959,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1960,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1961,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1962,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1963,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1964,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1965,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1966,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1967,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1968,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1969,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1970,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1971,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1972,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1973,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1974,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1975,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1976,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1977,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1978,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1979,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1980,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1981,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1982,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1983,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1984,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1985,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1986,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1987,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1988,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1989,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1990,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1991,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1992,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1993,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1994,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1995,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1996,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1997,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1998,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,1999,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,2000,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,2001,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,2002,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,2003,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,2004,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,2005,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,2006,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,2007,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,2008,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,2009,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,2010,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,2011,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,2012,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,2013,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,2014,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,2015,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,2016,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,2017,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,2018,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,2019,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,2020,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,2021,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,174,Ecstall/Lower,2022,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,1950,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,1951,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,1952,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,1953,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,1954,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,1955,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,1956,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,1957,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,1958,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,1959,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,1960,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,1961,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,1962,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,1963,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,1964,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,1965,4,1,2,NA,NA,NA,7,0.4
Skeena,Sockeye,SEL,175,Johnston,1966,50,3,60,NA,NA,NA,113,0.56
Skeena,Sockeye,SEL,175,Johnston,1967,1500,354,2017,NA,NA,NA,3871,0.61
Skeena,Sockeye,SEL,175,Johnston,1968,1500,116,1659,NA,NA,NA,3275,0.54
Skeena,Sockeye,SEL,175,Johnston,1969,800,61,581,NA,NA,NA,1442,0.45
Skeena,Sockeye,SEL,175,Johnston,1970,7000,244,5454,NA,NA,NA,12698,0.45
Skeena,Sockeye,SEL,175,Johnston,1971,10000,322,9152,NA,NA,NA,19474,0.49
Skeena,Sockeye,SEL,175,Johnston,1972,15000,1454,13464,NA,NA,NA,29918,0.5
Skeena,Sockeye,SEL,175,Johnston,1973,6000,472,7034,NA,NA,NA,13506,0.56
Skeena,Sockeye,SEL,175,Johnston,1974,1500,137,2133,NA,NA,NA,3770,0.6
Skeena,Sockeye,SEL,175,Johnston,1975,2000,46,1153,NA,NA,NA,3199,0.37
Skeena,Sockeye,SEL,175,Johnston,1976,6000,522,5682,NA,NA,NA,12204,0.51
Skeena,Sockeye,SEL,175,Johnston,1977,1000,119,938,NA,NA,NA,2057,0.51
Skeena,Sockeye,SEL,175,Johnston,1978,1000,157,991,NA,NA,NA,2148,0.53
Skeena,Sockeye,SEL,175,Johnston,1979,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,1980,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,1981,1007,98,949,NA,NA,NA,2054,0.51
Skeena,Sockeye,SEL,175,Johnston,1982,1007,169,1322,NA,NA,NA,2498,0.6
Skeena,Sockeye,SEL,175,Johnston,1983,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,1984,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,1985,1813,286,1622,NA,NA,NA,3721,0.51
Skeena,Sockeye,SEL,175,Johnston,1986,705,190,432,NA,NA,NA,1327,0.47
Skeena,Sockeye,SEL,175,Johnston,1987,1209,82,566,NA,NA,NA,1857,0.35
Skeena,Sockeye,SEL,175,Johnston,1988,1410,384,1510,NA,NA,NA,3304,0.57
Skeena,Sockeye,SEL,175,Johnston,1989,604,144,366,NA,NA,NA,1114,0.46
Skeena,Sockeye,SEL,175,Johnston,1990,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,1991,1228,427,1303,NA,NA,NA,2958,0.58
Skeena,Sockeye,SEL,175,Johnston,1992,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,1993,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,1994,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,1995,12278,3697,14086,NA,NA,NA,30061,0.59
Skeena,Sockeye,SEL,175,Johnston,1996,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,1997,8185,3379,10346,NA,NA,NA,21910,0.63
Skeena,Sockeye,SEL,175,Johnston,1998,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,1999,13642,922,772,NA,NA,NA,15336,0.11
Skeena,Sockeye,SEL,175,Johnston,2000,2500,205,2062,NA,NA,NA,4767,0.48
Skeena,Sockeye,SEL,175,Johnston,2001,7500,1081,4780,NA,NA,NA,13361,0.44
Skeena,Sockeye,SEL,175,Johnston,2002,6519,344,4265,NA,NA,NA,11128,0.41
Skeena,Sockeye,SEL,175,Johnston,2003,8333,726,2600,NA,NA,NA,11659,0.29
Skeena,Sockeye,SEL,175,Johnston,2004,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,2005,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,2006,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,2007,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,2008,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,2009,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,2010,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,2011,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,2012,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,2013,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,2014,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,2015,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,2016,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,2017,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,2018,2344,11,58,NA,NA,NA,2413,0.03
Skeena,Sockeye,SEL,175,Johnston,2019,280,9,6,NA,NA,NA,295,0.05
Skeena,Sockeye,SEL,175,Johnston,2020,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,175,Johnston,2021,300,13,4,NA,NA,NA,317,0.05
Skeena,Sockeye,SEL,175,Johnston,2022,184,2,17,NA,NA,NA,203,0.09
Skeena,Sockeye,SEL,175,Johnston,2023,400,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,176,Kitsumkalum,1950,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,176,Kitsumkalum,1951,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,176,Kitsumkalum,1952,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,176,Kitsumkalum,1953,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,176,Kitsumkalum,1954,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,176,Kitsumkalum,1955,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,176,Kitsumkalum,1956,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,176,Kitsumkalum,1957,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,176,Kitsumkalum,1958,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,176,Kitsumkalum,1959,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,176,Kitsumkalum,1960,840,195,648,NA,NA,NA,1683,0.5
Skeena,Sockeye,SEL,176,Kitsumkalum,1961,2241,73,1940,NA,NA,NA,4254,0.47
Skeena,Sockeye,SEL,176,Kitsumkalum,1962,2241,302,2097,NA,NA,NA,4640,0.52
Skeena,Sockeye,SEL,176,Kitsumkalum,1963,2024,239,703,NA,NA,NA,2966,0.32
Skeena,Sockeye,SEL,176,Kitsumkalum,1964,1518,212,1306,NA,NA,NA,3036,0.5
Skeena,Sockeye,SEL,176,Kitsumkalum,1965,2987,582,1626,NA,NA,NA,5195,0.42
Skeena,Sockeye,SEL,176,Kitsumkalum,1966,1587,128,2147,NA,NA,NA,3862,0.59
Skeena,Sockeye,SEL,176,Kitsumkalum,1967,2894,788,4504,NA,NA,NA,8186,0.65
Skeena,Sockeye,SEL,176,Kitsumkalum,1968,1774,157,2217,NA,NA,NA,4148,0.57
Skeena,Sockeye,SEL,176,Kitsumkalum,1969,2241,191,1800,NA,NA,NA,4232,0.47
Skeena,Sockeye,SEL,176,Kitsumkalum,1970,1774,68,1530,NA,NA,NA,3372,0.47
Skeena,Sockeye,SEL,176,Kitsumkalum,1971,2241,81,2287,NA,NA,NA,4609,0.51
Skeena,Sockeye,SEL,176,Kitsumkalum,1972,6348,688,6374,NA,NA,NA,13410,0.53
Skeena,Sockeye,SEL,176,Kitsumkalum,1973,6348,567,8447,NA,NA,NA,15362,0.59
Skeena,Sockeye,SEL,176,Kitsumkalum,1974,6348,666,10403,NA,NA,NA,17417,0.63
Skeena,Sockeye,SEL,176,Kitsumkalum,1975,3548,88,2238,NA,NA,NA,5874,0.39
Skeena,Sockeye,SEL,176,Kitsumkalum,1976,1774,173,1883,NA,NA,NA,3830,0.54
Skeena,Sockeye,SEL,176,Kitsumkalum,1977,6348,849,6683,NA,NA,NA,13880,0.54
Skeena,Sockeye,SEL,176,Kitsumkalum,1978,1774,315,1983,NA,NA,NA,4072,0.56
Skeena,Sockeye,SEL,176,Kitsumkalum,1979,784,90,783,NA,NA,NA,1657,0.53
Skeena,Sockeye,SEL,176,Kitsumkalum,1980,840,299,755,NA,NA,NA,1894,0.56
Skeena,Sockeye,SEL,176,Kitsumkalum,1981,654,71,691,NA,NA,NA,1416,0.54
Skeena,Sockeye,SEL,176,Kitsumkalum,1982,1027,198,1417,NA,NA,NA,2642,0.61
Skeena,Sockeye,SEL,176,Kitsumkalum,1983,822,294,421,NA,NA,NA,1537,0.46
Skeena,Sockeye,SEL,176,Kitsumkalum,1984,1064,221,744,NA,NA,NA,2029,0.47
Skeena,Sockeye,SEL,176,Kitsumkalum,1985,2127,417,1945,NA,NA,NA,4489,0.52
Skeena,Sockeye,SEL,176,Kitsumkalum,1986,2127,720,1421,NA,NA,NA,4268,0.5
Skeena,Sockeye,SEL,176,Kitsumkalum,1987,4254,348,2259,NA,NA,NA,6861,0.38
Skeena,Sockeye,SEL,176,Kitsumkalum,1988,2553,820,2769,NA,NA,NA,6142,0.58
Skeena,Sockeye,SEL,176,Kitsumkalum,1989,3829,1161,2511,NA,NA,NA,7501,0.49
Skeena,Sockeye,SEL,176,Kitsumkalum,1990,6381,2548,5452,NA,NA,NA,14381,0.56
Skeena,Sockeye,SEL,176,Kitsumkalum,1991,6381,2910,7016,NA,NA,NA,16307,0.61
Skeena,Sockeye,SEL,176,Kitsumkalum,1992,17017,7110,20994,NA,NA,NA,45121,0.62
Skeena,Sockeye,SEL,176,Kitsumkalum,1993,14890,3867,15458,NA,NA,NA,34215,0.56
Skeena,Sockeye,SEL,176,Kitsumkalum,1994,23398,12231,16442,NA,NA,NA,52071,0.55
Skeena,Sockeye,SEL,176,Kitsumkalum,1995,20739,9733,24389,NA,NA,NA,54861,0.62
Skeena,Sockeye,SEL,176,Kitsumkalum,1996,8083,2596,12096,NA,NA,NA,22775,0.64
Skeena,Sockeye,SEL,176,Kitsumkalum,1997,15528,8294,21181,NA,NA,NA,45003,0.65
Skeena,Sockeye,SEL,176,Kitsumkalum,1998,16591,5593,5347,NA,NA,NA,27531,0.4
Skeena,Sockeye,SEL,176,Kitsumkalum,1999,NA,NA,NA,NA,NA,NA,NA,NA
Skeena,Sockeye,SEL,176,Kitsumkalum,2000,24232,2692,21023,NA,NA,NA,47947,0.49
