region,species_name,species_qualified,cuid,cu_name_pse,year,spawners,us_catch,cdn_catch,combined_catch,run_size_adjustment,in_season_run_size,run_size,exploitation_rate 
Fraser,Coho,CO,709,North Thompson,1959,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1960,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1961,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1962,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1963,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1964,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1965,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1966,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1967,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1968,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1969,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1970,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1971,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1972,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1973,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1974,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1975,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1976,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1977,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1978,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1979,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1980,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1981,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1982,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1983,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1984,41661,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1985,18332,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1986,31584,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1987,31547,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1988,35470,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1989,24882,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1990,17935,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1991,12243,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1992,15929,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1993,6774,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1994,15230,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1995,12778,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1996,6007,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1997,8724,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1998,9928,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,1999,10866,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,2000,8224,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,2001,27408,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,2002,22207,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,2003,7384,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,2004,10787,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,2005,4677,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,2006,3786,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,2007,24702,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,2008,3931,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,2009,9749,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,2010,12301,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,2011,8870,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,2012,20124,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,2013,16357,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,2014,5393,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,2015,3287,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,2016,16955,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,2017,12040,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,2018,11531,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,2019,15497,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,2020,26380,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,2021,29278,NA,NA,NA,NA,NA,NA,NA
Fraser,Coho,CO,709,North Thompson,2022,19177,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),1950,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),1951,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),1952,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),1953,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),1954,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),1955,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),1956,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),1957,2242867,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),1958,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),1959,1078000,NA,NA,5382055,NA,NA,6460055,0.833128356
Fraser,Pink,PKO,710,Fraser River (odd),1960,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),1961,1092561,NA,NA,796685,NA,NA,1889246,0.421373735
Fraser,Pink,PKO,710,Fraser River (odd),1962,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),1963,1954038,NA,NA,3528312,NA,NA,5482350,0.643698443
Fraser,Pink,PKO,710,Fraser River (odd),1964,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),1965,1194099,NA,NA,1125788,NA,NA,2319887,0.485926205
Fraser,Pink,PKO,710,Fraser River (odd),1966,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),1967,1831219,NA,NA,11131572,NA,NA,12962791,0.85873266
Fraser,Pink,PKO,710,Fraser River (odd),1968,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),1969,1530913,NA,NA,2400548,NA,NA,3931461,0.610896724
Fraser,Pink,PKO,710,Fraser River (odd),1970,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),1971,1804952,NA,NA,7958376,NA,NA,9763328,0.81520892
Fraser,Pink,PKO,710,Fraser River (odd),1972,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),1973,1754261,NA,NA,5049723,NA,NA,6803984,0.742199969
Fraser,Pink,PKO,710,Fraser River (odd),1974,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),1975,1367089,NA,NA,3526866,NA,NA,4893955,0.720657628
Fraser,Pink,PKO,710,Fraser River (odd),1976,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),1977,2387811,NA,NA,5821674,NA,NA,8209485,0.709139977
Fraser,Pink,PKO,710,Fraser River (odd),1978,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),1979,3560654,NA,NA,10843466,NA,NA,14404120,0.752803035
Fraser,Pink,PKO,710,Fraser River (odd),1980,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),1981,4488336,NA,NA,14196353,NA,NA,18684689,0.759785392
Fraser,Pink,PKO,710,Fraser River (odd),1982,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),1983,4631721,NA,NA,10714376,NA,NA,15346097,0.698187071
Fraser,Pink,PKO,710,Fraser River (odd),1984,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),1985,6460950,NA,NA,12577074,NA,NA,19038024,0.66064083
Fraser,Pink,PKO,710,Fraser River (odd),1986,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),1987,3223521,NA,NA,3948252,NA,NA,7171773,0.550526627
Fraser,Pink,PKO,710,Fraser River (odd),1988,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),1989,7189201,2178580,7116494,NA,NA,NA,16484275,0.563875721
Fraser,Pink,PKO,710,Fraser River (odd),1990,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),1991,12942835,2751036,6479769,NA,NA,NA,22173640,0.416174627
Fraser,Pink,PKO,710,Fraser River (odd),1992,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),1993,10768335,1779328,4435835,NA,NA,NA,16983498,0.365953056
Fraser,Pink,PKO,710,Fraser River (odd),1994,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),1995,7174584,2028851,3700273,NA,NA,NA,12903708,0.443990518
Fraser,Pink,PKO,710,Fraser River (odd),1996,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),1997,2842108,1562180,3771676,NA,NA,NA,8175964,0.65238252
Fraser,Pink,PKO,710,Fraser River (odd),1998,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),1999,3444982,16324,146959,NA,NA,NA,3608265,0.045540105
Fraser,Pink,PKO,710,Fraser River (odd),2000,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),2001,19813620,444463,1003691,NA,NA,NA,21261774,0.068395762
Fraser,Pink,PKO,710,Fraser River (odd),2002,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),2003,22181030,810739,1258232,NA,NA,NA,24250001,0.079575769
Fraser,Pink,PKO,710,Fraser River (odd),2004,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),2005,8809624,338365,722011,NA,NA,NA,9870000,0.1060376
Fraser,Pink,PKO,710,Fraser River (odd),2006,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),2007,7650052,395105,444843,NA,NA,NA,8490000,0.076358909
Fraser,Pink,PKO,710,Fraser River (odd),2008,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),2009,15428836,2815576,1748632,NA,NA,NA,19993044,0.225475798
Fraser,Pink,PKO,710,Fraser River (odd),2010,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),2011,12784508,2916470,4944142,NA,NA,NA,20645120,0.380483657
Fraser,Pink,PKO,710,Fraser River (odd),2012,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),2013,9344490,3200351,3352978,NA,NA,NA,15897819,0.411141616
Fraser,Pink,PKO,710,Fraser River (odd),2014,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),2015,5368996,330864,165377,NA,NA,NA,5865237,0.080128876
Fraser,Pink,PKO,710,Fraser River (odd),2016,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),2017,3392159,102238,68694,NA,NA,NA,3563091,0.048
Fraser,Pink,PKO,710,Fraser River (odd),2018,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),2019,8307419,233289,317495,NA,NA,NA,8858203,0.06
Fraser,Pink,PKO,710,Fraser River (odd),2020,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),2021,7827445,195967,84101,NA,NA,NA,8107513,0.03
Fraser,Pink,PKO,710,Fraser River (odd),2022,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Pink,PKO,710,Fraser River (odd),2023,9542025,428931,542337,NA,NA,NA,10513293,0.09
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1950,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1951,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1952,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1953,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1954,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1955,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1956,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1957,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1958,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1959,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1960,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1961,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1962,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1963,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1964,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1965,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1966,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1967,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1968,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1969,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1970,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1971,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1972,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1973,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1974,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1975,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1976,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1977,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1978,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1979,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1980,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1981,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1982,4000,7297,7935,NA,605,NA,19837,0.77
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1983,270,56,561,NA,17,NA,904,0.63
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1984,180,168,278,NA,0,NA,626,0.63
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1985,20,32,119,NA,4,NA,175,0.78
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1986,1164,33,198,NA,0,NA,1395,0.71
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1987,1716,2018,3129,NA,69,NA,6932,0.63
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1988,6875,2245,2869,NA,0,NA,11989,0.56
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1989,100,116,235,NA,0,NA,451,0.69
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1990,2230,672,2733,NA,0,NA,5635,0.66
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1991,1050,92,1552,NA,1013,NA,3707,0.56
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1992,3923,675,3884,NA,0,NA,8482,0.76
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1993,510,332,741,NA,408,NA,1991,0.54
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1994,7981,2380,12752,NA,0,NA,23113,0.6
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1995,988,148,158,NA,516,NA,1810,0.45
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1996,4240,0,264,NA,2111,NA,6615,0.28
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1997,780,526,1236,NA,2517,NA,5059,0.5
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1998,1072,6,476,NA,6688,NA,8242,0.32
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),1999,428,0,183,NA,3349,NA,3960,0.22
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),2000,8160,51,2422,NA,2273,NA,12906,0.42
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),2001,30511,0,1393,NA,893,NA,32797,0.17
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),2002,3867,1,402,NA,5140,NA,9410,0.33
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),2003,4997,259,1429,NA,11653,NA,18338,0.49
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),2004,40329,1219,19083,NA,64568,NA,125199,0.48
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),2005,3407,12,278,NA,1771,NA,5468,0.27
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),2006,1097,115,365,NA,3788,NA,5365,0.43
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),2007,1987,25,22,NA,0,NA,2034,0.26
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),2008,67822,919,4058,NA,15954,NA,88753,0.27
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),2009,5587,77,483,NA,1862,NA,8009,0.1
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),2010,2795,76,782,NA,0,NA,3653,0.42
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),2011,4493,31,525,NA,1498,NA,6547,0.36
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),2012,126164,1144,7393,NA,77326,NA,212027,0.16
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),2013,11705,1,989,NA,4724,NA,17419,0.16
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),2014,3470,34,1679,NA,1047,NA,6230,0.47
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),2015,6710,29,541,NA,2630,NA,9910,0.19
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),2016,57928,450,1961,NA,6436,NA,66775,0.14
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),2017,6746,83,120,NA,2838,NA,9787,0.05
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),2018,2341,0,283,NA,260,NA,2884,0.42
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),2019,1438,0,29,NA,160,NA,1627,0.08
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),2020,31770,26,266,NA,3530,NA,35592,0.02
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),2021,2037,0,37,NA,226,NA,2300,0.05
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),2022,3591,0,67,NA,1440,NA,5098,0.1
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),2023,5474,0,194,NA,8855,NA,14523,0.02
Fraser,Sockeye,SEL,711,Chilliwack-Early Summer (cyclic),2024,NA,NA,NA,NA,NA,19588,NA,NA
Fraser,Sockeye,SEL,712,Cultus-Late,1950,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Sockeye,SEL,712,Cultus-Late,1951,NA,NA,NA,NA,NA,NA,NA,NA
Fraser,Sockeye,SEL,712,Cultus-Late,1952,18910,15319,36537,NA,0,NA,70766,0.74
Fraser,Sockeye,SEL,712,Cultus-Late,1953,13000,31853,51212,NA,0,NA,96065,0.7
Fraser,Sockeye,SEL,712,Cultus-Late,1954,24150,88030,155853,NA,0,NA,268033,0.79
Fraser,Sockeye,SEL,712,Cultus-Late,1955,26000,56356,109863,NA,0,NA,192219,0.86
Fraser,Sockeye,SEL,712,Cultus-Late,1956,14133,16175,18215,NA,0,NA,48523,0.76
Fraser,Sockeye,SEL,712,Cultus-Late,1957,20647,51864,40061,NA,0,NA,112572,0.67
Fraser,Sockeye,SEL,712,Cultus-Late,1958,14097,37618,65586,NA,0,NA,117301,0.84
Fraser,Sockeye,SEL,712,Cultus-Late,1959,48461,145669,173234,NA,0,NA,367364,0.85
Fraser,Sockeye,SEL,712,Cultus-Late,1960,17689,7590,10900,NA,0,NA,36179,0.76
Fraser,Sockeye,SEL,712,Cultus-Late,1961,15428,5975,6451,NA,0,NA,27854,0.45
Fraser,Sockeye,SEL,712,Cultus-Late,1962,27070,10902,30081,NA,0,NA,68053,0.47
Fraser,Sockeye,SEL,712,Cultus-Late,1963,20571,10627,49415,NA,0,NA,80613,0.66
Fraser,Sockeye,SEL,712,Cultus-Late,1964,11143,12958,18515,NA,0,NA,42616,0.67
Fraser,Sockeye,SEL,712,Cultus-Late,1965,2532,2887,9834,NA,0,NA,15253,0.6
Fraser,Sockeye,SEL,712,Cultus-Late,1966,17464,18533,26134,NA,0,NA,62131,0.54
Fraser,Sockeye,SEL,712,Cultus-Late,1967,33492,135471,148817,NA,0,NA,317780,0.76
Fraser,Sockeye,SEL,712,Cultus-Late,1968,25736,17557,32103,NA,0,NA,75396,0.74
Fraser,Sockeye,SEL,712,Cultus-Late,1969,6739,12245,20520,NA,0,NA,39504,0.7
Fraser,Sockeye,SEL,712,Cultus-Late,1970,15149,37798,83388,NA,0,NA,136335,0.63
Fraser,Sockeye,SEL,712,Cultus-Late,1971,9145,42322,83009,NA,0,NA,134476,0.91
Fraser,Sockeye,SEL,712,Cultus-Late,1972,10660,14810,39244,NA,0,NA,64714,0.75
Fraser,Sockeye,SEL,712,Cultus-Late,1973,858,2319,4250,NA,0,NA,7427,0.81
Fraser,Sockeye,SEL,712,Cultus-Late,1974,9814,13451,22950,NA,0,NA,46215,0.79
Fraser,Sockeye,SEL,712,Cultus-Late,1975,11478,21876,13277,NA,0,NA,46631,0.76
Fraser,Sockeye,SEL,712,Cultus-Late,1976,4450,5777,21797,NA,0,NA,32024,0.82
Fraser,Sockeye,SEL,712,Cultus-Late,1977,353,171,554,NA,0,NA,1078,0.77
Fraser,Sockeye,SEL,712,Cultus-Late,1978,7265,2893,14961,NA,0,NA,25119,0.73
Fraser,Sockeye,SEL,712,Cultus-Late,1979,32045,34663,57896,NA,6528,NA,131132,0.73
Fraser,Sockeye,SEL,712,Cultus-Late,1980,1687,772,5054,NA,923,NA,8436,0.7
Fraser,Sockeye,SEL,712,Cultus-Late,1981,1159,614,4954,NA,0,NA,6727,0.82
Fraser,Sockeye,SEL,712,Cultus-Late,1982,17222,13178,39782,NA,7528,NA,77710,0.69
Fraser,Sockeye,SEL,712,Cultus-Late,1983,19952,10327,92278,NA,0,NA,122557,0.82
Fraser,Sockeye,SEL,712,Cultus-Late,1984,1147,1084,4936,NA,839,NA,8006,0.75
Fraser,Sockeye,SEL,712,Cultus-Late,1985,571,730,622,NA,0,NA,1923,0.8
Fraser,Sockeye,SEL,712,Cultus-Late,1986,3533,1776,7305,NA,570,NA,13184,0.72
Fraser,Sockeye,SEL,712,Cultus-Late,1987,32336,617,2754,NA,0,NA,35707,0.75
Fraser,Sockeye,SEL,712,Cultus-Late,1988,964,1551,7790,NA,2155,NA,12460,0.69
Fraser,Sockeye,SEL,712,Cultus-Late,1989,568,357,1319,NA,2324,NA,4568,0.69
Fraser,Sockeye,SEL,712,Cultus-Late,1990,1870,1697,6711,NA,348,NA,10626,0.66
Fraser,Sockeye,SEL,712,Cultus-Late,1991,20191,13631,37204,NA,16833,NA,87859,0.65
Fraser,Sockeye,SEL,712,Cultus-Late,1992,1205,871,5474,NA,406,NA,7956,0.7
Fraser,Sockeye,SEL,712,Cultus-Late,1993,1131,1577,8358,NA,1768,NA,12834,0.83
Fraser,Sockeye,SEL,712,Cultus-Late,1994,4422,2851,16196,NA,0,NA,23469,0.83
