"Stock","Region","Catch.Year","CWTs","Ages","SEAK.Troll","SEAK.Net","SEAK.Sport","NBC.Troll","NBC.Sport","WCVI.Troll","WCVI.Sport","ISBM.NCBC.Troll","ISBM.NCBC.Net","ISBM.NCBC.Sport","ISBM.SBC.Troll","ISBM.SBC.Net","ISBM.SBC.Sport","ISBM.NF.Troll","ISBM.NF.Sport","ISBM.SF.Troll","ISBM.SF.Sport","ISBM.WAC.Net","ISBM.PS.Net","ISBM.PS.Sport","Term.SEAK.Troll","Term.SEAK.Net","Term.SEAK.Sport","Term.CAN.Net","Term.CAN.Sport","Term.SUS.Troll","Term.SUS.Net","Term.SUS.Sport","Stray","Escapement"
"Nanaimo","ECVI",1984,540,"2,4,5",4.26,0,0,1.85,0,1.67,0,12.59,2.96,0,1.11,16.3,46.67,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0.37,0,0,11.11
"Nanaimo","ECVI",1985,57,"3,5",15.79,7.02,0,0,0,0,0,0,0,0,15.79,10.53,35.09,0,0,0,0,0,0,0,0,0,0,3.51,0,0,0,0,0,12.28
"Nanaimo","ECVI",1990,409,"2,3",0,0,0,0.49,0,2.44,0,0.73,9.05,0,4.16,20.54,56.48,0.24,0,0,0,0,1.47,1.22,0,0,0,1.71,0,0,0,0,0.24,1.22
"Nanaimo","ECVI",1991,1193,"2,3,4",0.17,0.42,0,0.75,0.08,1.76,0.34,1.09,2.1,0.08,6.87,6.12,57.59,0.67,0,0,0,0,1.76,0.92,0,0,0,0,0,0,0.17,0,0.25,18.86
"Nanaimo","ECVI",1992,2328,"2,3,4,5",0.09,0,0,0.82,0,5.11,0,1.25,2.19,0.21,8.16,3.35,48.71,0.39,0.09,0,0,0,0.39,0.77,0,0,0,0,0,0,0.13,0,0.3,28.05
"Nanaimo","ECVI",1993,1647,"2,3,4,5",0.06,0.36,0,1.7,0.24,2.73,0,1.34,1.03,0,6.07,3.4,57.8,0.55,0,0,0,0,0,1.03,0,0,0,0,0,0,0.18,0,0.36,23.13
"Nanaimo","ECVI",1994,507,"2,3,4,5",0.59,0,0,0.79,0,3.75,0,0,1.18,0.99,0.79,5.52,40.83,0,0,0,0,0,0,1.58,0,0,0,0.79,0,0,0,0,0.39,42.8
"Nanaimo","ECVI",1995,1626,"2,3,4,5",0,0,0,0,0,1.48,0.25,0,1.35,0.18,0,1.72,38.19,0,0,0,0,0,0,1.85,0,0,0,0.31,0.18,0,0,0,0.18,54.31
"Nanaimo","ECVI",1996,945,"2,3,4,5",0,1.27,0,0,0,0.32,0.42,0,2.12,0,0,0.21,68.25,0.21,0,0,0,0,0,3.17,0,0,0,3.7,0,0,0.42,0,2.22,17.67
"Nanaimo","ECVI",1997,286,"2,3,4,5",6.29,0,0,4.2,0,0.7,0.35,2.8,1.4,0,0,1.4,40.91,0,0,0,0,1.05,2.45,4.2,0,0,0,0,0,0,1.05,0,0.7,32.52
"Nanaimo","ECVI",1998,265,"2,3,4,5",1.13,4.53,0,6.04,0,0.38,0,0,0.38,1.89,0,1.51,43.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,2.64,36.98
"Nanaimo","ECVI",1999,303,"2,3,4,5",0,0,0,0,0,0,0.99,0,0,0,0,0,39.27,0,0,0,0,0,0,2.97,0,0,0,0.99,0.66,0,2.64,0,2.31,50.17
"Nanaimo","ECVI",2000,173,"3,4,5",1.16,0,0,0,0,2.89,2.89,0,0,0,0,0,52.02,0,0,0,0,0,0,0,0,0,0,5.2,0,0,0,0,2.31,33.53
"Nanaimo","ECVI",2001,533,"2,4,5",0,0,0,0,0,0.94,0,0,0,0,0,0,39.96,0,0,0,0,0,0,9.57,0.19,0,0,2.44,0,0,2.81,0,0.38,43.71
"Nanaimo","ECVI",2002,924,"2,3,5",0.32,0.11,0,0,0.22,0.97,0.11,0,0,0.43,0,2.6,43.18,0,0,0,0,0,0,4,0.54,0,0,4.22,0,0,2.06,0,0.54,40.69
"Nanaimo","ECVI",2003,864,"2,3,4",0.12,0.69,0.12,0.12,0,3.7,0,0,0,2.43,0,0,25.46,0,0,0,0,0,0.23,3.24,0,0,0,1.27,0,0,1.97,0,2.08,58.56
"Nanaimo","ECVI",2004,803,"2,3,4,5",1.12,0,0,0.75,2.37,5.48,1.12,0,0,2.74,0,0,17.19,0.75,0,0,0,0,1,3.11,0,0,0,1.37,0,0,0.5,0,4.61,57.91
"Nanaimo","ECVI",2005,419,"3,4,5",0.72,0,0.72,1.91,0,7.64,0,0,0,7.88,0,0,15.99,0,0,0,0,0,0.72,1.19,0,0,0,24.11,0,0,2.39,0,0.72,36.04
"Nanaimo","ECVI",2006,1545,"2,4,5",0.32,0,0,0.06,0,0.45,0.06,0,0,0.13,0,0,15.21,0,0,0.06,0,0,0.06,1.68,0,0,0,4.79,0,0,0.06,0,1.55,75.53
"Nanaimo","ECVI",2007,1092,"3,5",1.28,0,0,0.09,0,4.4,0.46,0,0,0.92,0,0,35.26,0.18,0,0.46,0,0,0,0.82,0,0,0,5.13,0,0,1.1,0,1.1,48.81
"Middle Shuswap","Fraser",2011,58,"2,3",6.9,0,1.72,6.9,3.45,0,0,0,0,0,0,1.72,5.17,0,0,0,0,0,0,0,0,0,0,25.86,1.72,0,0,0,0,46.55
"Middle Shuswap","Fraser",2012,283,"2,3,4",8.48,0,1.77,10.6,9.19,2.12,0.35,0,0,0.35,0,0.71,14.13,2.12,0.35,0,0,0,0,0,0,0,0,8.13,2.83,0,0,0,1.41,37.46
"Middle Shuswap","Fraser",2013,1700,"2,3,4,5",2.35,0,0.53,7.35,4.12,0.29,0.65,0,0,0.12,0,1.06,14.71,0.12,0.18,0,0,0,0,0,0,0,0,3.12,3.65,0,0,0,1.29,60.47
"Middle Shuswap","Fraser",2014,1225,"2,3,4,5",9.39,0,0.82,6.86,5.47,3.02,2.2,0,0,0.41,0,1.47,7.67,0.82,0.16,0,0,0,0,0,0,0,0,3.76,4.82,0,0,0,0.49,52.65
"Middle Shuswap","Fraser",2015,2080,"2,3,4,5",4.23,0,0.48,2.12,1.73,1.63,1.11,0,0,0.34,0,0.72,14.23,1.68,0.1,0,0,0,0.19,1.11,0,0,0,1.68,3.32,0,0,0,4.76,60.58
"Middle Shuswap","Fraser",2016,406,"2,3,4,5",3.94,0,0.25,6.16,5.67,0.74,0,0,0,2.46,0,0.49,13.79,0.74,0,0,0,0,0,0,0,0,0,8.87,0.99,0,0,0,4.93,50.99
"Middle Shuswap","Fraser",2017,475,"2,3,4,5",7.58,0,2.11,6.95,1.05,1.47,0,0,0,0.84,0,0,15.37,0.42,0,0,0,0,0.42,0,0,0,0,4.63,3.79,0,0,0,0.84,54.53
"Middle Shuswap","Fraser",2018,1325,"2,3,4,5",0.91,0,0.3,1.66,1.28,1.51,1.58,0,0,0,0,1.21,15.7,0.3,0,0,0,0,0.08,0,0,0,0,6.72,1.81,0,0,0,0.83,66.11
"Middle Shuswap","Fraser",2019,1040,"2,3,4,5",0.48,0,0,0,0.96,0,0.77,0,0,0.77,0,0.48,2.02,0,0,0,0,0,0.38,0,0,0,0,0.77,3.85,0,0,0,5.1,84.42
"Kitsumkalum.Yearling","North Coast",2003,87,"3,4",34.48,1.15,13.79,12.64,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.48
"Kitsumkalum.Yearling","North Coast",2004,870,"3,4,5",19.08,0.34,3.68,3.1,7.24,0,0,0,2.64,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91,0,0,0,0,58.51
"Kitsumkalum.Yearling","North Coast",2005,608,"3,4,5,6",28.78,0,9.7,4.77,2.96,0,0,0,0,6.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,0,0,0,0,39.8
"Kitsumkalum.Yearling","North Coast",2006,517,"3,4,5,6",18.18,2.32,3.48,3.29,8.32,0,0,0,5.03,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,55.32
"Kitsumkalum.Yearling","North Coast",2007,831,"3,4,5,6",19.86,7.22,3.25,1.56,6.5,0.24,0,0,7.58,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,51.38
"Kitsumkalum.Yearling","North Coast",2008,799,"4,5,6",12.14,0,7.01,0.75,9.26,0,0,0,24.28,14.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,25.78
"Kitsumkalum.Yearling","North Coast",2009,648,"3,5,6",14.51,0,7.72,1.23,4.94,0,0,0,0.31,4.94,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,62.35
"Kitsumkalum.Yearling","North Coast",2010,393,"3,4,6",12.98,0.25,2.8,2.54,3.31,0,0,0,2.54,10.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36,0,0,0,0,58.52
"Kitsumkalum.Yearling","North Coast",2011,261,"3,4,5",21.84,1.15,1.92,3.45,4.6,0,0,0,4.21,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83,0,0,0,0,47.89
"Kitsumkalum.Yearling","North Coast",2012,340,"3,4,5,6",28.24,0,2.06,0.88,2.65,0,0,0,2.06,16.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.47,0,0,0,0,41.18
"Kitsumkalum.Yearling","North Coast",2013,450,"3,4,5,6",9.11,0.22,0.67,0.67,2.89,0,0,0,0.89,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33,0,0,0,0,75.78
"Kitsumkalum.Yearling","North Coast",2014,586,"3,4,5,6",18.09,3.07,1.02,2.9,3.07,0,0,0,0,2.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,0,0,0,0,65.19
"Kitsumkalum.Yearling","North Coast",2015,1273,"3,4,5,6",9.9,1.02,3.93,1.26,5.89,0,0,0,0,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,0,0,0,0,67.71
"Kitsumkalum.Yearling","North Coast",2016,592,"3,4,5,6",5.24,6.76,4.22,3.38,5.91,0,0,0,0,6.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.81,0,0,0,0,56.93
"Kitsumkalum.Yearling","North Coast",2017,662,"3,4,5,6",4.68,4.83,4.08,3.32,2.87,0,0,0,0.45,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.55,0,0,0,0,65.71
"Kitsumkalum.Yearling","North Coast",2018,1312,"3,4,5,6",2.82,0.23,1.07,0.46,3.73,0,0,0,0,4.8,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.13
"Kitsumkalum.Yearling","North Coast",2019,477,"4,5,6",4.19,7.97,0.84,0,4.4,0,0,0,0,11.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.86
"Kitsumkalum","North Coast",1983,29,"3,4",31.03,10.34,0,10.34,0,0,0,0,48.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kitsumkalum","North Coast",1984,82,"3,4,5",57.32,0,0,18.29,0,0,0,0,24.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kitsumkalum","North Coast",1985,228,"4,5,6",25,0,1.32,7.02,0,0,0,0,10.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.7
"Kitsumkalum","North Coast",1986,173,"3,5,6",12.72,0,0,17.34,0,0,0,0,10.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89,0,0,0,0,56.07
"Kitsumkalum","North Coast",1987,201,"3,4,6",17.41,0,3.48,12.94,0.5,0,0,0,8.96,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49,0,0,0,0,51.74
"Kitsumkalum","North Coast",1988,177,"3,4,5",27.68,1.69,5.08,8.47,0.56,0,0,0,20.9,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39,0,0,0,0,28.81
"Kitsumkalum","North Coast",1989,966,"3,4,5,6",12.53,0.62,6,4.55,1.55,0,0,0,9.32,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,60.87
"Kitsumkalum","North Coast",1990,520,"3,4,5,6",14.23,0,3.85,9.62,0.96,0,0,0.38,8.27,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.88,0,0,0,0,53.46
"Kitsumkalum","North Coast",1991,329,"3,4,5,6",20.06,0,4.26,10.94,3.95,0,0,0.91,14.89,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.38,0,0,0,0,35.56
"Kitsumkalum","North Coast",1992,639,"3,4,5,6",16.43,0,2.03,8.45,3.91,0.47,0,0,9.86,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,0,0,0,0,55.4
"Kitsumkalum","North Coast",1993,237,"3,4,5,6",11.81,2.11,2.11,11.39,2.95,0,0,0,18.14,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.21
"Kitsumkalum","North Coast",1994,131,"3,4,5,6",13.74,0,0,6.11,3.82,0,0,0,18.32,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.73
"Kitsumkalum","North Coast",1995,197,"3,4,5,6",13.71,0,3.55,10.66,2.54,0,0,0,27.41,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57,0,0,0,0,37.06
"Kitsumkalum","North Coast",1996,404,"3,4,5,6",13.86,0.25,8.66,0.25,0.5,0,0,0,23.27,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96,0,0,0,0,47.52
"Kitsumkalum","North Coast",1997,616,"3,4,5,6",12.66,0,9.42,0,3.73,0,0,0,8.12,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.36,0,0,0,0,58.6
"Kitsumkalum","North Coast",1998,359,"3,4,5,6",15.32,0,4.74,0,0.56,0,0,0,1.67,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01,0,0,0,0,70.47
"Kitsumkalum","North Coast",1999,669,"3,4,5,6",13.9,0,10.76,0,12.26,0,0,0,2.24,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,58.74
"Kitsumkalum","North Coast",2000,309,"3,4,5,6",10.36,0,11.33,0,9.06,0,0,0,8.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88,0,0,0,0,57.28
"Kitsumkalum","North Coast",2001,426,"3,4,5,6",15.96,0,14.79,0.94,0,0,0,0,13.38,6.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,0,0,0,0.23,44.6
"Kitsumkalum","North Coast",2002,654,"3,4,5,6",23.09,0.61,8.41,2.45,9.48,0,0,0,5.05,9.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21,0,0,0,0,38.69
"Kitsumkalum","North Coast",2003,567,"3,4,5,6",17.46,0,1.41,7.05,3,0,0,0,0.53,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,63.14
"Kitsumkalum","North Coast",2004,766,"3,4,5,6",9.92,4.05,5.74,1.04,13.05,0,0,0,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31,0,0,0,0,63.32
"Kitsumkalum","North Coast",2005,244,"3,4,5,6",23.36,0,3.69,4.1,11.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.61,0,0,0,0,49.18
"Kitsumkalum","North Coast",2006,258,"3,4,5,6",17.05,4.65,5.04,3.49,7.75,0,0,0,7.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,48.45
"Kitsumkalum","North Coast",2007,452,"3,4,5,6",16.37,1.11,6.64,1.99,7.96,0,0,0,2.43,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,59.07
"Kitsumkalum","North Coast",2008,439,"3,4,5,6",8.66,0.23,5.01,3.19,8.2,0,0,0,14.35,11.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.67,0,0,0,0,35.08
"Kitsumkalum","North Coast",2009,571,"3,4,5,6",15.76,3.15,6.48,1.58,5.08,0.53,0,0,0.88,4.38,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,60.95
"Kitsumkalum","North Coast",2010,769,"3,4,5,6",7.02,0.65,5.33,3.12,7.28,0,0,0,1.17,11.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.98,0,0,0,0,58.13
"Kitsumkalum","North Coast",2011,413,"3,4,5,6",15.74,0,1.45,2.42,5.08,0,0,0,8.72,13.8,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,2.42,0,0,0,0,49.88
"Kitsumkalum","North Coast",2012,224,"3,4,5,6",19.2,1.34,2.68,1.34,5.8,0,0,0,1.79,8.93,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.59
"Kitsumkalum","North Coast",2013,236,"3,4,5,6",10.59,0,3.39,6.36,1.69,0,0,0,0.42,7.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,0,0,0,0,67.8
"Kitsumkalum","North Coast",2014,248,"3,4,5,6",11.69,0.4,2.02,1.61,5.24,0,0,0,0,6.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.68,0,0,0,0,63.31
"Kitsumkalum","North Coast",2015,461,"3,4,5,6",11.28,7.59,3.25,2.82,4.99,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.86,0,0,0,0,59.87
"Kitsumkalum","North Coast",2016,605,"3,4,5,6",8.93,5.62,2.15,1.32,4.96,0,0,0,0,13.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79,0,0,0,0,58.68
"Kitsumkalum","North Coast",2017,262,"3,4,5,6",10.69,0,2.29,6.87,1.91,0,0,0,0,24.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82,0,0,0,0,49.62
"Kitsumkalum","North Coast",2018,228,"3,4,5,6",6.14,0,0,3.07,3.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.28
"Kitsumkalum","North Coast",2019,490,"4,5,6",6.12,4.08,2.65,0.61,3.47,0,0,0,0,9.8,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.06
"Harrison","Fraser",1984,2464,"2,3",0.12,0,0,0.97,0,28.86,0,3.86,0.32,0,14.81,5.72,26.54,1.7,0.12,0.32,0,0,1.75,4.3,0,0,0,0,0.41,0,0.32,0,0,9.86
"Harrison","Fraser",1985,1759,"2,3,4",0.17,0,0,1.08,0,22.85,0.4,1.71,1.25,0,7.67,3.3,24.45,0.91,0.17,0.17,0,0,3.01,3.18,0,0,0,0,0.34,0,0.4,0,0,28.94
"Harrison","Fraser",1986,992,"2,3,4,5",1.51,0,0,0.4,0,17.14,0.4,2.62,1.51,0.3,18.25,8.97,22.68,0,0,0,0,0,0.5,4.03,0,0,0,0,0,0,0.5,0,0,21.17
"Harrison","Fraser",1987,611,"2,3,4,5",0.82,0,0,0,0,9,0,0.49,1.47,0,8.51,4.42,25.04,3.27,0.33,0,0,0,5.4,2.13,0,0,0,0,0.82,0,1.15,0,0,37.15
"Harrison","Fraser",1988,1662,"2,3,4,5",0.42,0,0.6,0,0,3.49,2.05,1.02,1.56,0,9.87,5.66,31.77,3.37,0,0.72,0,0,6.74,5.42,0,0,0,0,0.3,0,0,0,0,27.02
"Harrison","Fraser",1989,2465,"2,3,4,5",0.2,0,0,0.28,0,24.14,0.93,0.65,0.32,0,5.35,5.6,23,5.52,0.16,0.85,0,0,4.06,4.62,0,0,0,0,0,0,0.32,0,0,23.98
"Harrison","Fraser",1990,3041,"2,3,4,5",0.49,0,0,0.79,0,19.37,1.35,0.66,0.49,0,4.54,1.05,11.44,6.02,0.13,0,0,0,2.53,5.98,0,0,0,1.25,0.33,0,0.13,0,0,43.44
"Harrison","Fraser",1991,1736,"2,3,4,5",0,0.12,0,0,0,28.05,0,0.29,1.15,0,8.29,2.82,12.85,10.71,0,0.92,0,0,1.96,4.49,0,0,0,1.21,0.35,0,0,0,0,26.79
"Harrison","Fraser",1992,1762,"2,3,4,5",0,0,0,0.4,0,17.82,0,0.11,0.17,0,12.66,1.14,11.75,12.49,0,0.23,0,0,0.96,6.92,0,0,0,0.62,0.23,0,0,0,0,34.51
"Harrison","Fraser",1993,1139,"2,3,4,5",0.97,0,0,0.26,0,19.05,0,0.44,0.26,0,6.5,0.79,7.29,9.04,0,0.97,0,0,0,2.11,0,0,0,2.02,0,0,0.61,0,0,49.69
"Harrison","Fraser",1994,422,"2,3,4,5",0,0,0,0,0,20.62,2.37,0,0.47,0,10.19,3.32,7.35,2.37,0,0.95,0,0,2.84,2.37,0,0,0,1.9,0.95,0,0,0,0,44.31
"Harrison","Fraser",1995,435,"2,3,4,5",0,0,0,0,0,17.93,0,0,1.84,0,0,0.69,17.93,6.44,0.46,1.38,0,0,2.99,3.68,0,0,0,2.07,0.69,0,0,0,4.6,39.31
"Harrison","Fraser",1996,1210,"2,3,4,5",0,0.17,0,0,0,1.57,0.17,0,0.41,0,0,0.08,23.31,3.39,0,0.74,0,0,0,7.77,0,0,0,0.33,0.33,0,0,0,0.08,61.65
"Harrison","Fraser",1997,852,"2,3,4,5",1.53,0,0,0,0,13.15,3.4,0,0.7,0,0.12,0.7,19.13,6.92,0,3.05,0,0,2.7,6.46,0,0,0,2.23,0,0,0.35,0,0,39.55
"Harrison","Fraser",1998,1178,"2,3,4,5",0.85,0,0,0,0,0.59,0,0,0,0,0,0,3.57,3.99,0,1.1,0,0,0.17,0.34,0,0,0,0.25,0,0,0,0,0.85,88.29
"Harrison","Fraser",1999,1250,"2,3,4,5",0.24,0.4,0,0.48,0,0.64,1.28,0.24,0,0,0,0,10.32,13.52,0.4,0.72,0,0,0.16,0.64,0,0,0,0.64,0.24,0,0.72,0,0.88,68.48
"Harrison","Fraser",2000,585,"2,3,4,5",1.71,0,0,0.51,0,13.68,4.27,0,0,0,0,0,11.62,13.16,0,2.05,0,0,0,0.85,0,0,0,0,0,0,0.68,0,0,51.45
"Harrison","Fraser",2001,946,"2,3,4,5",0.32,0,0,0,0,6.13,2.22,0,0,0,0,0,6.66,5.5,1.59,1.37,0,0.95,0.11,2.85,0,0,0,0,0,0,0,0,0.53,71.78
"Harrison","Fraser",2002,505,"2,3,4,5",0.4,0,0,0,0,8.51,2.18,0,0,0,0,5.35,7.72,11.68,1.19,0.4,0,0,0.59,2.18,0,0,0,0.79,0,0,1.58,0,0.2,57.23
"Harrison","Fraser",2003,416,"2,3,4,5",1.68,0,0,0,0,10.82,3.85,0,0,0,0,0,6.73,9.38,1.44,0,0,0,0.24,1.68,0,0,0,1.92,0,0,0,0,0.48,61.78
"Harrison","Fraser",2004,571,"2,3,4,5",1.23,0,0,0.88,0,17.69,6.48,0,0,0,0,0,0.7,15.94,0.53,0,0,0,0.18,3.33,0,0,0,2.45,0,0,0,0,0,50.61
"Harrison","Fraser",2005,726,"2,3,4,5",0,0,0,0.28,0,14.33,4.13,0,0,0,0,0,6.89,6.2,2.62,0.28,0,0,0,0.55,0,0,0,5.1,0,0,0.41,0,1.24,57.99
"Harrison","Fraser",2006,415,"3,4,5",1.2,0,0,0.72,0,20.72,6.02,0,0,0,0,0,2.89,13.73,0.96,1.2,0,0,0,0.48,0,0,0,0,0,0,0,0,0,52.05
"Harrison","Fraser",2007,979,"2,4,5",0,0,0,0,0,9.7,1.02,0,0,0,0,0,3.27,1.12,0.1,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,83.66
"Harrison","Fraser",2008,800,"2,3,5",0.38,0.25,0,0,0,27.38,11.13,0,0,0,0,0.13,7.88,5.13,1.25,0,0,0,1.63,1.63,0,0,0,0.5,0,0,0.38,0,0,42.38
"Harrison","Fraser",2009,2203,"2,3,4",0.05,0,0,0.18,0.05,1.45,3.63,0,0,0.05,0,0,4.36,1.23,0.18,0,0,0,0.09,1.82,0,0,0,1.5,1.59,0,0,0,0.05,83.79
"Harrison","Fraser",2010,2004,"2,3,4,5",0.65,0,0,0.2,0,3.94,3.74,0,0,0.25,0,0,5.54,4.04,1.15,0,0,0,0.45,2,0,0,0,1.05,0.3,0,0.15,0,0.05,76.5
"Harrison","Fraser",2011,2728,"2,3,4,5",0.26,0,0,0.15,0.37,3.3,5.28,0,0,0.15,0,0.81,5.1,3.12,0.59,0.04,0,0,0.4,2.13,0,0,0,1.36,0,0,0.11,0,0,76.87
"Harrison","Fraser",2012,2090,"2,3,4,5",0.24,0,0,0,0,1.34,0.67,0,0,0,0,0.1,9.62,3.4,0.48,0.24,0,0,0.14,4.98,0,0,0,0.33,0.91,0,0.1,0,0.05,77.42
"Harrison","Fraser",2013,3475,"2,3,4,5",0,0.14,0.09,0,0.06,2.01,2.27,0,0,0.06,0,1.04,7.51,5.06,0.89,0.29,0,0,0.26,3.83,0,0,0,0,0.46,0,0.43,0,1.27,74.33
"Harrison","Fraser",2014,2273,"2,3,4,5",0.48,0.04,0.13,0,0,3.92,0.88,0,0,0,0.04,1.94,13.81,5.15,0.75,0.84,0,0,0.53,2.11,0,0,0,3.26,0,0,0.09,0,0,66.04
"Harrison","Fraser",2015,1836,"2,3,4,5",0.16,0.05,0,0.44,0,0.93,1.03,0,0,0,0,1.2,10.29,3.54,0,0.87,0,0.27,0.27,1.63,0,0,0,2.07,0.33,0,0,0,0,76.91
"Harrison","Fraser",2016,2681,"2,3,4,5",0.45,0.26,0,0.22,0,0.75,2.69,0,0,0,0,0.22,11.15,1.38,0.48,0.07,0,0,0.04,0.3,0,0,0,1.64,0.41,0,0,0,0.86,79.07
"Harrison","Fraser",2017,1730,"2,3,4,5",0,0,0,0.46,0,2.2,7.46,0,0,0.12,0,0.64,21.79,8.21,0.46,0.17,0,0,0,1.04,0,0,0,0.69,0,0,0.29,0,0,56.47
"Harrison","Fraser",2018,2607,"2,3,4,5",0.15,0.19,0,0.42,0,0.54,4.03,0,0,0.04,0,0.96,13.2,6.06,0.27,0.08,0,0,0.46,1.34,0,0,0,3.38,0.08,0,0.08,0,0,68.74
"Harrison","Fraser",2019,1834,"2,3,4,5",0.27,0.22,0,0,0,1.42,0.76,0,0,0.22,0,0.76,14.5,2.89,0.33,0,0,0,1.2,2.67,0,0,0,2.07,0.49,0,0,0,1.04,71.16
"Dome","Fraser",1990,41,"3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2,0,0,0,12.2,0,0,0,0,7.32,68.29
"Dome","Fraser",1991,154,"3,4,5",0,0,0,0,0,0.65,0,0,0,0,0.65,0,10.39,1.3,0,0,0,0,0,13.64,0,0,0,3.9,3.25,0,0,0,2.6,63.64
"Dome","Fraser",1992,160,"3,4,5,6",0,0,0,0,0,4.38,0,0,0,0,3.13,0,8.75,1.25,0,0,0.63,0,0,5.63,0,0,0,45,0,0,0,0,0,31.25
"Dome","Fraser",1993,351,"3,4,5,6",0,0,0,0,1.42,1.71,0,0,0,0,0,0,5.98,1.71,0,0,0,0,0,0,0,0,0,49.57,5.7,0,0,0,0,33.9
"Dome","Fraser",1994,297,"3,4,5,6",0.67,0,0,0,0,2.02,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,26.26,2.36,0,0,0,0,67.34
"Dome","Fraser",1995,525,"3,4,5,6",0,0,0,0.95,0,1.52,0,0,0,0,0,0,5.71,0.38,0,0,0,0,0,1.52,0,0,0,20.57,3.05,0,0,0,0,66.29
