CU,SpeciesId,CU_Name,Year,T_Idx_E,ExpFactor1,AdjSum,ExpFactor2,ObsE,ExpFactor3,TE,CDN Harvest,CDN ER,TRTC,Total Harvest,Total ER,Total Run,Q1,Q2,Q3,ER Indicator,ER Indicator Lookup,ER Source,StatArea
SX_L-19-49,SX,Prudhomme,1978,500,1.35,673,1.00,673,2.00,1345,377,0.211,1722,436,0.245,1782,2.00,3.72,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1979,1200,1.35,1614,1.00,1614,2.00,3228,858,0.205,4086,957,0.229,4185,2.00,3.72,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1980,,,,,,,,,,,,,,,,,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1981,700,1.00,700,1.00,700,2.00,1400,387,0.212,1787,427,0.234,1827,2.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1982,3425,1.00,3425,1.00,3425,2.00,6850,1770,0.201,8620,1966,0.223,8816,2.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1983,1000,1.00,1000,1.00,1000,2.00,2000,156,0.071,2156,220,0.099,2220,2.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1984,750,1.35,1009,1.00,1009,2.00,2018,327,0.137,2345,378,0.158,2396,2.00,3.72,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1985,2500,1.00,2500,1.00,2500,2.00,5000,1948,0.276,6948,2070,0.293,7070,2.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1986,2000,1.35,2690,1.00,2690,2.00,5381,1389,0.197,6770,1660,0.236,7041,2.00,3.72,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1987,2500,1.35,3363,1.00,3363,2.00,6726,899,0.116,7625,1006,0.130,7732,2.00,3.72,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1988,350,1.35,471,1.00,471,2.00,942,495,0.335,1437,537,0.363,1479,2.00,3.72,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1989,2000,1.35,2690,1.00,2690,2.00,5381,1555,0.217,6936,1783,0.249,7164,2.00,3.72,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1990,6000,1.00,6000,1.00,6000,2.00,12000,3822,0.233,15822,4435,0.270,16435,2.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1991,3500,1.00,3500,1.00,3500,2.00,7000,2701,0.274,9701,2841,0.289,9841,2.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1992,4500,1.00,4500,1.00,4500,2.00,9000,5932,0.391,14932,6156,0.406,15156,2.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1993,2000,2.69,5375,1.00,5375,2.00,10750,6461,0.371,17211,6656,0.382,17406,2.00,1.86,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1994,2000,2.69,5375,1.00,5375,2.00,10750,4219,0.280,14969,4344,0.288,15094,2.00,1.86,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1995,1000,2.69,2688,1.00,2688,2.00,5375,2724,0.333,8099,2794,0.342,8169,2.00,1.86,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1996,400,2.69,1075,1.00,1075,2.00,2150,1321,0.371,3471,1411,0.396,3561,2.00,1.86,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1997,1500,1.59,2389,1.00,2389,2.00,4778,4623,0.478,9401,4903,0.506,9681,2.00,3.14,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1998,2600,1.00,2600,1.00,2600,2.00,5200,1563,0.227,6763,1689,0.245,6889,2.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,1999,2000,1.00,2000,1.00,2000,2.00,4000,672,0.138,4672,860,0.177,4860,2.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,2000,1100,1.00,1100,1.00,1100,2.00,2200,1020,0.316,3220,1033,0.320,3233,2.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,2001,900,1.00,900,1.00,900,2.00,1800,315,0.147,2115,335,0.157,2135,2.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,2002,2400,1.00,2400,1.00,2400,2.00,4800,1447,0.226,6247,1593,0.249,6393,2.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,2003,7500,1.00,7500,1.00,7500,2.00,15000,2441,0.137,17441,2875,0.161,17875,2.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,2004,2900,1.00,2900,1.00,2900,2.00,5800,989,0.144,6789,1059,0.154,6859,2.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
SX_L-19-49,SX,Prudhomme,2005,3500,1.00,3500,1.00,3500,2.00,7000,620,0.078,7620,981,0.123,7981,2.00,5.00,5.00,Lakelse,[LOOKUP CU],Sockeye Model,04
