FISHERY,YEAR,SPECIES,HARVEST
Total Annette Island Troll,1986,CHINOOK,4
Total Annette Island Troll,1986,JACKS,0
Total Annette Island Troll,1986,SOCKEYE,1
Total Annette Island Troll,1986,COHO,831
Total Annette Island Troll,1986,PINK,194
Total Annette Island Troll,1986,CHUM,8
Total Annette Island Troll,1986,TOTAL,1038
Annette Island Hand Troll,1986,CHINOOK,4
Annette Island Hand Troll,1986,JACKS,0
Annette Island Hand Troll,1986,SOCKEYE,1
Annette Island Hand Troll,1986,COHO,831
Annette Island Hand Troll,1986,PINK,194
Annette Island Hand Troll,1986,CHUM,8
Annette Island Hand Troll,1986,TOTAL,1038
Annette Island Power Troll,1986,CHINOOK,0
Annette Island Power Troll,1986,JACKS,0
Annette Island Power Troll,1986,SOCKEYE,0
Annette Island Power Troll,1986,COHO,0
Annette Island Power Troll,1986,PINK,0
Annette Island Power Troll,1986,CHUM,0
Annette Island Power Troll,1986,TOTAL,0
Hatchery Cost Recovery,1986,CHINOOK,1093
Hatchery Cost Recovery,1986,JACKS,0
Hatchery Cost Recovery,1986,SOCKEYE,6
Hatchery Cost Recovery,1986,COHO,143799
Hatchery Cost Recovery,1986,PINK,61178
Hatchery Cost Recovery,1986,CHUM,161792
Hatchery Cost Recovery,1986,TOTAL,367868
Miscellaneous,1986,CHINOOK,1537
Miscellaneous,1986,JACKS,0
Miscellaneous,1986,SOCKEYE,2474
Miscellaneous,1986,COHO,1328
Miscellaneous,1986,PINK,28325
Miscellaneous,1986,CHUM,1794
Miscellaneous,1986,TOTAL,35458
Southern Totals,1986,CHINOOK,46076
Southern Totals,1986,JACKS,525
Southern Totals,1986,SOCKEYE,903467
Southern Totals,1986,COHO,1176022
Southern Totals,1986,PINK,44952122
Southern Totals,1986,CHUM,1841261
Southern Totals,1986,TOTAL,48919473
Northern Totals,1986,CHINOOK,141529
Northern Totals,1986,JACKS,633
Northern Totals,1986,SOCKEYE,383503
Northern Totals,1986,COHO,745739
Northern Totals,1986,PINK,1074260
Northern Totals,1986,CHUM,1529130
Northern Totals,1986,TOTAL,3874794
Yakutat,1986,CHINOOK,5593
Yakutat,1986,JACKS,0
Yakutat,1986,SOCKEYE,150784
Yakutat,1986,COHO,105670
Yakutat,1986,PINK,7273
Yakutat,1986,CHUM,16630
Yakutat,1986,TOTAL,285950
Region Totals,1986,CHINOOK,193198
Region Totals,1986,JACKS,1158
Region Totals,1986,SOCKEYE,1437754
Region Totals,1986,COHO,2027431
Region Totals,1986,PINK,46033655
Region Totals,1986,CHUM,3387021
Region Totals,1986,TOTAL,53080217
Total Purse Seine,1987,CHINOOK,NA
Total Purse Seine,1987,JACKS,NA
Total Purse Seine,1987,SOCKEYE,NA
Total Purse Seine,1987,COHO,NA
Total Purse Seine,1987,PINK,NA
Total Purse Seine,1987,CHUM,NA
Total Purse Seine,1987,TOTAL,NA
Southern Purse Seine Total,1987,CHINOOK,NA
Southern Purse Seine Total,1987,JACKS,NA
Southern Purse Seine Total,1987,SOCKEYE,NA
Southern Purse Seine Total,1987,COHO,NA
Southern Purse Seine Total,1987,PINK,NA
Southern Purse Seine Total,1987,CHUM,NA
Southern Purse Seine Total,1987,TOTAL,NA
Southern Purse Seine Traditional,1987,CHINOOK,NA
Southern Purse Seine Traditional,1987,JACKS,NA
Southern Purse Seine Traditional,1987,SOCKEYE,NA
Southern Purse Seine Traditional,1987,COHO,NA
Southern Purse Seine Traditional,1987,PINK,NA
Southern Purse Seine Traditional,1987,CHUM,NA
Southern Purse Seine Traditional,1987,TOTAL,NA
Southern Purse Seine Hatchery Terminal,1987,CHINOOK,NA
Southern Purse Seine Hatchery Terminal,1987,JACKS,NA
Southern Purse Seine Hatchery Terminal,1987,SOCKEYE,NA
Southern Purse Seine Hatchery Terminal,1987,COHO,NA
Southern Purse Seine Hatchery Terminal,1987,PINK,NA
Southern Purse Seine Hatchery Terminal,1987,CHUM,NA
Southern Purse Seine Hatchery Terminal,1987,TOTAL,NA
Northern Purse Seine Total,1987,CHINOOK,NA
Northern Purse Seine Total,1987,JACKS,NA
Northern Purse Seine Total,1987,SOCKEYE,NA
Northern Purse Seine Total,1987,COHO,NA
Northern Purse Seine Total,1987,PINK,NA
Northern Purse Seine Total,1987,CHUM,NA
Northern Purse Seine Total,1987,TOTAL,NA
Northern Purse Seine Traditional,1987,CHINOOK,NA
Northern Purse Seine Traditional,1987,JACKS,NA
Northern Purse Seine Traditional,1987,SOCKEYE,NA
Northern Purse Seine Traditional,1987,COHO,NA
Northern Purse Seine Traditional,1987,PINK,NA
Northern Purse Seine Traditional,1987,CHUM,NA
Northern Purse Seine Traditional,1987,TOTAL,NA
Northern Purse Seine Hatchery Terminal,1987,CHINOOK,NA
Northern Purse Seine Hatchery Terminal,1987,JACKS,NA
Northern Purse Seine Hatchery Terminal,1987,SOCKEYE,NA
Northern Purse Seine Hatchery Terminal,1987,COHO,NA
Northern Purse Seine Hatchery Terminal,1987,PINK,NA
Northern Purse Seine Hatchery Terminal,1987,CHUM,NA
Northern Purse Seine Hatchery Terminal,1987,TOTAL,NA
Total Drift Gillnet,1987,CHINOOK,NA
Total Drift Gillnet,1987,JACKS,NA
Total Drift Gillnet,1987,SOCKEYE,NA
Total Drift Gillnet,1987,COHO,NA
Total Drift Gillnet,1987,PINK,NA
Total Drift Gillnet,1987,CHUM,NA
Total Drift Gillnet,1987,TOTAL,NA
Tree Point,1987,CHINOOK,NA
Tree Point,1987,JACKS,NA
Tree Point,1987,SOCKEYE,NA
Tree Point,1987,COHO,NA
Tree Point,1987,PINK,NA
Tree Point,1987,CHUM,NA
Tree Point,1987,TOTAL,NA
Prince of Wales,1987,CHINOOK,NA
Prince of Wales,1987,JACKS,NA
Prince of Wales,1987,SOCKEYE,NA
Prince of Wales,1987,COHO,NA
Prince of Wales,1987,PINK,NA
Prince of Wales,1987,CHUM,NA
Prince of Wales,1987,TOTAL,NA
Stikine,1987,CHINOOK,NA
Stikine,1987,JACKS,NA
Stikine,1987,SOCKEYE,NA
Stikine,1987,COHO,NA
Stikine,1987,PINK,NA
Stikine,1987,CHUM,NA
Stikine,1987,TOTAL,NA
Taku-Snettisham,1987,CHINOOK,NA
Taku-Snettisham,1987,JACKS,NA
Taku-Snettisham,1987,SOCKEYE,NA
Taku-Snettisham,1987,COHO,NA
Taku-Snettisham,1987,PINK,NA
Taku-Snettisham,1987,CHUM,NA
Taku-Snettisham,1987,TOTAL,NA
Lynn Canal,1987,CHINOOK,NA
Lynn Canal,1987,JACKS,NA
Lynn Canal,1987,SOCKEYE,NA
Lynn Canal,1987,COHO,NA
Lynn Canal,1987,PINK,NA
Lynn Canal,1987,CHUM,NA
Lynn Canal,1987,TOTAL,NA
Drift Gillnet Hatchery Terminal,1987,CHINOOK,NA
Drift Gillnet Hatchery Terminal,1987,JACKS,NA
Drift Gillnet Hatchery Terminal,1987,SOCKEYE,NA
Drift Gillnet Hatchery Terminal,1987,COHO,NA
Drift Gillnet Hatchery Terminal,1987,PINK,NA
Drift Gillnet Hatchery Terminal,1987,CHUM,NA
Drift Gillnet Hatchery Terminal,1987,TOTAL,NA
Set Gillnet,1987,CHINOOK,NA
Set Gillnet,1987,JACKS,NA
Set Gillnet,1987,SOCKEYE,NA
Set Gillnet,1987,COHO,NA
Set Gillnet,1987,PINK,NA
Set Gillnet,1987,CHUM,NA
Set Gillnet,1987,TOTAL,NA
Total Troll,1987,CHINOOK,NA
Total Troll,1987,JACKS,NA
Total Troll,1987,SOCKEYE,NA
Total Troll,1987,COHO,NA
Total Troll,1987,PINK,NA
Total Troll,1987,CHUM,NA
Total Troll,1987,TOTAL,NA
Hand Troll Total,1987,CHINOOK,NA
Hand Troll Total,1987,JACKS,NA
Hand Troll Total,1987,SOCKEYE,NA
Hand Troll Total,1987,COHO,NA
Hand Troll Total,1987,PINK,NA
Hand Troll Total,1987,CHUM,NA
Hand Troll Total,1987,TOTAL,NA
Hand Troll Traditional,1987,CHINOOK,NA
Hand Troll Traditional,1987,JACKS,NA
Hand Troll Traditional,1987,SOCKEYE,NA
Hand Troll Traditional,1987,COHO,NA
Hand Troll Traditional,1987,PINK,NA
Hand Troll Traditional,1987,CHUM,NA
Hand Troll Traditional,1987,TOTAL,NA
Hand Troll Hatchery Terminal,1987,CHINOOK,NA
Hand Troll Hatchery Terminal,1987,JACKS,NA
Hand Troll Hatchery Terminal,1987,SOCKEYE,NA
Hand Troll Hatchery Terminal,1987,COHO,NA
Hand Troll Hatchery Terminal,1987,PINK,NA
Hand Troll Hatchery Terminal,1987,CHUM,NA
Hand Troll Hatchery Terminal,1987,TOTAL,NA
Hand Troll Spring Fishery,1987,CHINOOK,NA
Hand Troll Spring Fishery,1987,JACKS,NA
Hand Troll Spring Fishery,1987,SOCKEYE,NA
Hand Troll Spring Fishery,1987,COHO,NA
Hand Troll Spring Fishery,1987,PINK,NA
Hand Troll Spring Fishery,1987,CHUM,NA
Hand Troll Spring Fishery,1987,TOTAL,NA
Power Troll Total,1987,CHINOOK,NA
Power Troll Total,1987,JACKS,NA
Power Troll Total,1987,SOCKEYE,NA
Power Troll Total,1987,COHO,NA
Power Troll Total,1987,PINK,NA
Power Troll Total,1987,CHUM,NA
Power Troll Total,1987,TOTAL,NA
Power Troll Traditional,1987,CHINOOK,
Power Troll Traditional,1987,JACKS,
Power Troll Traditional,1987,SOCKEYE,
Power Troll Traditional,1987,COHO,
Power Troll Traditional,1987,PINK,
Power Troll Traditional,1987,CHUM,
Power Troll Traditional,1987,TOTAL,
Power Troll Hatchery Terminal,1987,CHINOOK,NA
Power Troll Hatchery Terminal,1987,JACKS,NA
Power Troll Hatchery Terminal,1987,SOCKEYE,NA
Power Troll Hatchery Terminal,1987,COHO,NA
Power Troll Hatchery Terminal,1987,PINK,NA
Power Troll Hatchery Terminal,1987,CHUM,NA
Power Troll Hatchery Terminal,1987,TOTAL,NA
Power Troll Spring Fishery,1987,CHINOOK,NA
Power Troll Spring Fishery,1987,JACKS,NA
Power Troll Spring Fishery,1987,SOCKEYE,NA
Power Troll Spring Fishery,1987,COHO,NA
Power Troll Spring Fishery,1987,PINK,NA
Power Troll Spring Fishery,1987,CHUM,NA
Power Troll Spring Fishery,1987,TOTAL,NA
Total Annette Island Reservation,1987,CHINOOK,NA
Total Annette Island Reservation,1987,JACKS,NA
Total Annette Island Reservation,1987,SOCKEYE,NA
Total Annette Island Reservation,1987,COHO,NA
Total Annette Island Reservation,1987,PINK,NA
Total Annette Island Reservation,1987,CHUM,NA
Total Annette Island Reservation,1987,TOTAL,NA
Annette Island Purse Seine,1987,CHINOOK,NA
Annette Island Purse Seine,1987,JACKS,NA
Annette Island Purse Seine,1987,SOCKEYE,NA
Annette Island Purse Seine,1987,COHO,NA
Annette Island Purse Seine,1987,PINK,NA
Annette Island Purse Seine,1987,CHUM,NA
Annette Island Purse Seine,1987,TOTAL,NA
Annette Island Drift Gillnet,1987,CHINOOK,NA
Annette Island Drift Gillnet,1987,JACKS,NA
Annette Island Drift Gillnet,1987,SOCKEYE,NA
Annette Island Drift Gillnet,1987,COHO,NA
Annette Island Drift Gillnet,1987,PINK,NA
Annette Island Drift Gillnet,1987,CHUM,NA
Annette Island Drift Gillnet,1987,TOTAL,NA
Total Annette Island Troll,1987,CHINOOK,NA
Total Annette Island Troll,1987,JACKS,NA
Total Annette Island Troll,1987,SOCKEYE,NA
Total Annette Island Troll,1987,COHO,NA
Total Annette Island Troll,1987,PINK,NA
Total Annette Island Troll,1987,CHUM,NA
Total Annette Island Troll,1987,TOTAL,NA
Annette Island Hand Troll,1987,CHINOOK,NA
Annette Island Hand Troll,1987,JACKS,NA
Annette Island Hand Troll,1987,SOCKEYE,NA
Annette Island Hand Troll,1987,COHO,NA
Annette Island Hand Troll,1987,PINK,NA
Annette Island Hand Troll,1987,CHUM,NA
Annette Island Hand Troll,1987,TOTAL,NA
Annette Island Power Troll,1987,CHINOOK,NA
Annette Island Power Troll,1987,JACKS,NA
Annette Island Power Troll,1987,SOCKEYE,NA
Annette Island Power Troll,1987,COHO,NA
Annette Island Power Troll,1987,PINK,NA
Annette Island Power Troll,1987,CHUM,NA
Annette Island Power Troll,1987,TOTAL,NA
Hatchery Cost Recovery,1987,CHINOOK,NA
Hatchery Cost Recovery,1987,JACKS,NA
Hatchery Cost Recovery,1987,SOCKEYE,NA
Hatchery Cost Recovery,1987,COHO,NA
Hatchery Cost Recovery,1987,PINK,NA
Hatchery Cost Recovery,1987,CHUM,NA
Hatchery Cost Recovery,1987,TOTAL,NA
Miscellaneous,1987,CHINOOK,NA
Miscellaneous,1987,JACKS,NA
Miscellaneous,1987,SOCKEYE,NA
Miscellaneous,1987,COHO,NA
Miscellaneous,1987,PINK,NA
Miscellaneous,1987,CHUM,NA
Miscellaneous,1987,TOTAL,NA
Southern Totals,1987,CHINOOK,NA
Southern Totals,1987,JACKS,NA
Southern Totals,1987,SOCKEYE,NA
Southern Totals,1987,COHO,NA
Southern Totals,1987,PINK,NA
Southern Totals,1987,CHUM,NA
Southern Totals,1987,TOTAL,NA
Northern Totals,1987,CHINOOK,NA
Northern Totals,1987,JACKS,NA
Northern Totals,1987,SOCKEYE,NA
Northern Totals,1987,COHO,NA
Northern Totals,1987,PINK,NA
Northern Totals,1987,CHUM,NA
Northern Totals,1987,TOTAL,NA
Yakutat,1987,CHINOOK,NA
Yakutat,1987,JACKS,NA
Yakutat,1987,SOCKEYE,NA
Yakutat,1987,COHO,NA
Yakutat,1987,PINK,NA
Yakutat,1987,CHUM,NA
Yakutat,1987,TOTAL,NA
Region Totals,1987,CHINOOK,NA
Region Totals,1987,JACKS,NA
Region Totals,1987,SOCKEYE,NA
Region Totals,1987,COHO,NA
Region Totals,1987,PINK,NA
Region Totals,1987,CHUM,NA
Region Totals,1987,TOTAL,NA
Total Purse Seine,1988,CHINOOK,11137
Total Purse Seine,1988,JACKS,1028
Total Purse Seine,1988,SOCKEYE,654748
Total Purse Seine,1988,COHO,157003
Total Purse Seine,1988,PINK,8825252
Total Purse Seine,1988,CHUM,1625435
Total Purse Seine,1988,TOTAL,11274603
Southern Purse Seine Total,1988,CHINOOK,10506
Southern Purse Seine Total,1988,JACKS,508
Southern Purse Seine Total,1988,SOCKEYE,641425
Southern Purse Seine Total,1988,COHO,132030
Southern Purse Seine Total,1988,PINK,7525306
Southern Purse Seine Total,1988,CHUM,971626
Southern Purse Seine Total,1988,TOTAL,9281401
Southern Purse Seine Traditional,1988,CHINOOK,10314
Southern Purse Seine Traditional,1988,JACKS,503
Southern Purse Seine Traditional,1988,SOCKEYE,639858
Southern Purse Seine Traditional,1988,COHO,128439
Southern Purse Seine Traditional,1988,PINK,7480098
Southern Purse Seine Traditional,1988,CHUM,753643
Southern Purse Seine Traditional,1988,TOTAL,9012855
Southern Purse Seine Hatchery Terminal,1988,CHINOOK,192
Southern Purse Seine Hatchery Terminal,1988,JACKS,5
Southern Purse Seine Hatchery Terminal,1988,SOCKEYE,1567
Southern Purse Seine Hatchery Terminal,1988,COHO,3591
Southern Purse Seine Hatchery Terminal,1988,PINK,45208
Southern Purse Seine Hatchery Terminal,1988,CHUM,217983
Southern Purse Seine Hatchery Terminal,1988,TOTAL,268546
Northern Purse Seine Total,1988,CHINOOK,631
Northern Purse Seine Total,1988,JACKS,520
Northern Purse Seine Total,1988,SOCKEYE,13323
Northern Purse Seine Total,1988,COHO,24973
Northern Purse Seine Total,1988,PINK,1299946
Northern Purse Seine Total,1988,CHUM,653809
Northern Purse Seine Total,1988,TOTAL,1993202
Northern Purse Seine Traditional,1988,CHINOOK,262
Northern Purse Seine Traditional,1988,JACKS,385
Northern Purse Seine Traditional,1988,SOCKEYE,11756
Northern Purse Seine Traditional,1988,COHO,24057
Northern Purse Seine Traditional,1988,PINK,1247083
Northern Purse Seine Traditional,1988,CHUM,455722
Northern Purse Seine Traditional,1988,TOTAL,1739265
Northern Purse Seine Hatchery Terminal,1988,CHINOOK,369
Northern Purse Seine Hatchery Terminal,1988,JACKS,135
Northern Purse Seine Hatchery Terminal,1988,SOCKEYE,1567
Northern Purse Seine Hatchery Terminal,1988,COHO,916
Northern Purse Seine Hatchery Terminal,1988,PINK,52863
Northern Purse Seine Hatchery Terminal,1988,CHUM,198087
Northern Purse Seine Hatchery Terminal,1988,TOTAL,253937
Total Drift Gillnet,1988,CHINOOK,9079
Total Drift Gillnet,1988,JACKS,0
Total Drift Gillnet,1988,SOCKEYE,600925
Total Drift Gillnet,1988,COHO,163808
Total Drift Gillnet,1988,PINK,688750
Total Drift Gillnet,1988,CHUM,1144856
Total Drift Gillnet,1988,TOTAL,2607418
Tree Point,1988,CHINOOK,1807
Tree Point,1988,JACKS,0
Tree Point,1988,SOCKEYE,116115
Tree Point,1988,COHO,16855
Tree Point,1988,PINK,230477
Tree Point,1988,CHUM,500354
Tree Point,1988,TOTAL,865608
Prince of Wales,1988,CHINOOK,1104
Prince of Wales,1988,JACKS,0
Prince of Wales,1988,SOCKEYE,92529
Prince of Wales,1988,COHO,13103
Prince of Wales,1988,PINK,69559
Prince of Wales,1988,CHUM,69620
Prince of Wales,1988,TOTAL,245915
Stikine,1988,CHINOOK,206
Stikine,1988,JACKS,0
Stikine,1988,SOCKEYE,1246
Stikine,1988,COHO,12
Stikine,1988,PINK,144
Stikine,1988,CHUM,3109
Stikine,1988,TOTAL,4717
Taku-Snettisham,1988,CHINOOK,1777
Taku-Snettisham,1988,JACKS,0
Taku-Snettisham,1988,SOCKEYE,38901
Taku-Snettisham,1988,COHO,44818
Taku-Snettisham,1988,PINK,157732
Taku-Snettisham,1988,CHUM,140038
Taku-Snettisham,1988,TOTAL,383266
Lynn Canal,1988,CHINOOK,1257
Lynn Canal,1988,JACKS,0
Lynn Canal,1988,SOCKEYE,351799
Lynn Canal,1988,COHO,81536
Lynn Canal,1988,PINK,208404
Lynn Canal,1988,CHUM,377583
Lynn Canal,1988,TOTAL,1020579
Drift Gillnet Hatchery Terminal,1988,CHINOOK,2922
Drift Gillnet Hatchery Terminal,1988,JACKS,0
Drift Gillnet Hatchery Terminal,1988,SOCKEYE,165
Drift Gillnet Hatchery Terminal,1988,COHO,7335
Drift Gillnet Hatchery Terminal,1988,PINK,1183
Drift Gillnet Hatchery Terminal,1988,CHUM,52024
Drift Gillnet Hatchery Terminal,1988,TOTAL,63629
Set Gillnet,1988,CHINOOK,893
Set Gillnet,1988,JACKS,0
Set Gillnet,1988,SOCKEYE,162168
Set Gillnet,1988,COHO,205926
Set Gillnet,1988,PINK,120212
Set Gillnet,1988,CHUM,29256
Set Gillnet,1988,TOTAL,518455
Total Troll,1988,CHINOOK,NA
Total Troll,1988,JACKS,NA
Total Troll,1988,SOCKEYE,NA
Total Troll,1988,COHO,NA
Total Troll,1988,PINK,NA
Total Troll,1988,CHUM,NA
Total Troll,1988,TOTAL,NA
Hand Troll Total,1988,CHINOOK,NA
Hand Troll Total,1988,JACKS,NA
Hand Troll Total,1988,SOCKEYE,NA
Hand Troll Total,1988,COHO,NA
Hand Troll Total,1988,PINK,NA
Hand Troll Total,1988,CHUM,NA
Hand Troll Total,1988,TOTAL,NA
Hand Troll Traditional,1988,CHINOOK,NA
Hand Troll Traditional,1988,JACKS,NA
Hand Troll Traditional,1988,SOCKEYE,NA
Hand Troll Traditional,1988,COHO,NA
Hand Troll Traditional,1988,PINK,NA
Hand Troll Traditional,1988,CHUM,NA
Hand Troll Traditional,1988,TOTAL,NA
Hand Troll Hatchery Terminal,1988,CHINOOK,NA
Hand Troll Hatchery Terminal,1988,JACKS,NA
Hand Troll Hatchery Terminal,1988,SOCKEYE,NA
Hand Troll Hatchery Terminal,1988,COHO,NA
Hand Troll Hatchery Terminal,1988,PINK,NA
Hand Troll Hatchery Terminal,1988,CHUM,NA
Hand Troll Hatchery Terminal,1988,TOTAL,NA
Hand Troll Spring Fishery,1988,CHINOOK,NA
Hand Troll Spring Fishery,1988,JACKS,NA
Hand Troll Spring Fishery,1988,SOCKEYE,NA
Hand Troll Spring Fishery,1988,COHO,NA
Hand Troll Spring Fishery,1988,PINK,NA
Hand Troll Spring Fishery,1988,CHUM,NA
Hand Troll Spring Fishery,1988,TOTAL,NA
Power Troll Total,1988,CHINOOK,NA
Power Troll Total,1988,JACKS,NA
Power Troll Total,1988,SOCKEYE,NA
Power Troll Total,1988,COHO,NA
Power Troll Total,1988,PINK,NA
Power Troll Total,1988,CHUM,NA
Power Troll Total,1988,TOTAL,NA
Power Troll Traditional,1988,CHINOOK,
Power Troll Traditional,1988,JACKS,
Power Troll Traditional,1988,SOCKEYE,
Power Troll Traditional,1988,COHO,
Power Troll Traditional,1988,PINK,
Power Troll Traditional,1988,CHUM,
Power Troll Traditional,1988,TOTAL,
Power Troll Hatchery Terminal,1988,CHINOOK,NA
Power Troll Hatchery Terminal,1988,JACKS,NA
Power Troll Hatchery Terminal,1988,SOCKEYE,NA
Power Troll Hatchery Terminal,1988,COHO,NA
Power Troll Hatchery Terminal,1988,PINK,NA
Power Troll Hatchery Terminal,1988,CHUM,NA
Power Troll Hatchery Terminal,1988,TOTAL,NA
Power Troll Spring Fishery,1988,CHINOOK,NA
Power Troll Spring Fishery,1988,JACKS,NA
Power Troll Spring Fishery,1988,SOCKEYE,NA
Power Troll Spring Fishery,1988,COHO,NA
Power Troll Spring Fishery,1988,PINK,NA
Power Troll Spring Fishery,1988,CHUM,NA
Power Troll Spring Fishery,1988,TOTAL,NA
Total Annette Island Reservation,1988,CHINOOK,847
Total Annette Island Reservation,1988,JACKS,0
Total Annette Island Reservation,1988,SOCKEYE,28928
Total Annette Island Reservation,1988,COHO,8594
Total Annette Island Reservation,1988,PINK,855960
Total Annette Island Reservation,1988,CHUM,127328
Total Annette Island Reservation,1988,TOTAL,1021657
Annette Island Purse Seine,1988,CHINOOK,5
Annette Island Purse Seine,1988,JACKS,0
Annette Island Purse Seine,1988,SOCKEYE,2373
Annette Island Purse Seine,1988,COHO,1431
Annette Island Purse Seine,1988,PINK,491507
Annette Island Purse Seine,1988,CHUM,11503
Annette Island Purse Seine,1988,TOTAL,506819
Annette Island Drift Gillnet,1988,CHINOOK,579
Annette Island Drift Gillnet,1988,JACKS,0
Annette Island Drift Gillnet,1988,SOCKEYE,26555
Annette Island Drift Gillnet,1988,COHO,7138
Annette Island Drift Gillnet,1988,PINK,364430
Annette Island Drift Gillnet,1988,CHUM,115825
Annette Island Drift Gillnet,1988,TOTAL,514527
Total Annette Island Troll,1988,CHINOOK,263
Total Annette Island Troll,1988,JACKS,0
Total Annette Island Troll,1988,SOCKEYE,0
Total Annette Island Troll,1988,COHO,25
Total Annette Island Troll,1988,PINK,23
Total Annette Island Troll,1988,CHUM,0
Total Annette Island Troll,1988,TOTAL,311
Annette Island Hand Troll,1988,CHINOOK,228
Annette Island Hand Troll,1988,JACKS,0
Annette Island Hand Troll,1988,SOCKEYE,0
Annette Island Hand Troll,1988,COHO,23
Annette Island Hand Troll,1988,PINK,0
Annette Island Hand Troll,1988,CHUM,0
Annette Island Hand Troll,1988,TOTAL,251
Annette Island Power Troll,1988,CHINOOK,35
Annette Island Power Troll,1988,JACKS,0
Annette Island Power Troll,1988,SOCKEYE,0
Annette Island Power Troll,1988,COHO,2
Annette Island Power Troll,1988,PINK,23
Annette Island Power Troll,1988,CHUM,0
Annette Island Power Troll,1988,TOTAL,60
Hatchery Cost Recovery,1988,CHINOOK,9648
Hatchery Cost Recovery,1988,JACKS,1
Hatchery Cost Recovery,1988,SOCKEYE,85
Hatchery Cost Recovery,1988,COHO,7539
Hatchery Cost Recovery,1988,PINK,115729
Hatchery Cost Recovery,1988,CHUM,512809
Hatchery Cost Recovery,1988,TOTAL,645811
Miscellaneous,1988,CHINOOK,1039
Miscellaneous,1988,JACKS,5
Miscellaneous,1988,SOCKEYE,2173
Miscellaneous,1988,COHO,3503
Miscellaneous,1988,PINK,47580
Miscellaneous,1988,CHUM,7263
Miscellaneous,1988,TOTAL,61563
Southern Totals,1988,CHINOOK,57235
Southern Totals,1988,JACKS,510
Southern Totals,1988,SOCKEYE,884796
Southern Totals,1988,COHO,308686
Southern Totals,1988,PINK,8853830
Southern Totals,1988,CHUM,2050446
Southern Totals,1988,TOTAL,12155503
Northern Totals,1988,CHINOOK,139129
Northern Totals,1988,JACKS,524
Northern Totals,1988,SOCKEYE,405745
Northern Totals,1988,COHO,767929
Northern Totals,1988,PINK,1756066
Northern Totals,1988,CHUM,1446845
Northern Totals,1988,TOTAL,4516238
Yakutat,1988,CHINOOK,5059
Yakutat,1988,JACKS,0
Yakutat,1988,SOCKEYE,162193
Yakutat,1988,COHO,219499
Yakutat,1988,PINK,120223
Yakutat,1988,CHUM,29264
Yakutat,1988,TOTAL,536238
Region Totals,1988,CHINOOK,201423
Region Totals,1988,JACKS,1034
Region Totals,1988,SOCKEYE,1452734
Region Totals,1988,COHO,1296114
Region Totals,1988,PINK,10730119
Region Totals,1988,CHUM,3526555
Region Totals,1988,TOTAL,17207979
Total Purse Seine,1989,CHINOOK,13098
Total Purse Seine,1989,JACKS,4005
Total Purse Seine,1989,SOCKEYE,823185
Total Purse Seine,1989,COHO,330989
Total Purse Seine,1989,PINK,52070066
Total Purse Seine,1989,CHUM,1079555
Total Purse Seine,1989,TOTAL,54320898
Southern Purse Seine Total,1989,CHINOOK,12551
Southern Purse Seine Total,1989,JACKS,1814
Southern Purse Seine Total,1989,SOCKEYE,724820
Southern Purse Seine Total,1989,COHO,274467
Southern Purse Seine Total,1989,PINK,40100625
Southern Purse Seine Total,1989,CHUM,743052
Southern Purse Seine Total,1989,TOTAL,41857329
Southern Purse Seine Traditional,1989,CHINOOK,10667
Southern Purse Seine Traditional,1989,JACKS,1691
Southern Purse Seine Traditional,1989,SOCKEYE,724451
Southern Purse Seine Traditional,1989,COHO,273088
Southern Purse Seine Traditional,1989,PINK,40000082
Southern Purse Seine Traditional,1989,CHUM,681734
Southern Purse Seine Traditional,1989,TOTAL,41691713
Southern Purse Seine Hatchery Terminal,1989,CHINOOK,1884
Southern Purse Seine Hatchery Terminal,1989,JACKS,123
Southern Purse Seine Hatchery Terminal,1989,SOCKEYE,369
Southern Purse Seine Hatchery Terminal,1989,COHO,1379
Southern Purse Seine Hatchery Terminal,1989,PINK,100543
Southern Purse Seine Hatchery Terminal,1989,CHUM,61318
Southern Purse Seine Hatchery Terminal,1989,TOTAL,165616
Northern Purse Seine Total,1989,CHINOOK,547
Northern Purse Seine Total,1989,JACKS,2191
Northern Purse Seine Total,1989,SOCKEYE,98365
Northern Purse Seine Total,1989,COHO,56522
Northern Purse Seine Total,1989,PINK,11969441
Northern Purse Seine Total,1989,CHUM,336503
Northern Purse Seine Total,1989,TOTAL,12463569
Northern Purse Seine Traditional,1989,CHINOOK,447
Northern Purse Seine Traditional,1989,JACKS,2067
Northern Purse Seine Traditional,1989,SOCKEYE,97886
Northern Purse Seine Traditional,1989,COHO,56469
Northern Purse Seine Traditional,1989,PINK,11952142
Northern Purse Seine Traditional,1989,CHUM,312931
Northern Purse Seine Traditional,1989,TOTAL,12421942
Northern Purse Seine Hatchery Terminal,1989,CHINOOK,100
Northern Purse Seine Hatchery Terminal,1989,JACKS,124
Northern Purse Seine Hatchery Terminal,1989,SOCKEYE,479
Northern Purse Seine Hatchery Terminal,1989,COHO,53
Northern Purse Seine Hatchery Terminal,1989,PINK,17299
Northern Purse Seine Hatchery Terminal,1989,CHUM,23572
Northern Purse Seine Hatchery Terminal,1989,TOTAL,41627
Total Drift Gillnet,1989,CHINOOK,9579
Total Drift Gillnet,1989,JACKS,0
Total Drift Gillnet,1989,SOCKEYE,893976
Total Drift Gillnet,1989,COHO,234423
Total Drift Gillnet,1989,PINK,2769875
Total Drift Gillnet,1989,CHUM,542846
