FISHERY,YEAR,SPECIES,HARVEST
Hand Troll Hatchery Terminal,2014,COHO,637
Hand Troll Hatchery Terminal,2014,PINK,816
Hand Troll Hatchery Terminal,2014,CHUM,1451
Hand Troll Hatchery Terminal,2014,TOTAL,NA
Hand Troll Spring Fishery,2014,CHINOOK,4675
Hand Troll Spring Fishery,2014,JACKS,NA
Hand Troll Spring Fishery,2014,SOCKEYE,64
Hand Troll Spring Fishery,2014,COHO,322
Hand Troll Spring Fishery,2014,PINK,192
Hand Troll Spring Fishery,2014,CHUM,376
Hand Troll Spring Fishery,2014,TOTAL,NA
Power Troll Total,2014,CHINOOK,337145
Power Troll Total,2014,JACKS,NA
Power Troll Total,2014,SOCKEYE,7104
Power Troll Total,2014,COHO,2124079
Power Troll Total,2014,PINK,70635
Power Troll Total,2014,CHUM,196858
Power Troll Total,2014,TOTAL,NA
Power Troll Traditional,2014,CHINOOK,298425
Power Troll Traditional,2014,JACKS,
Power Troll Traditional,2014,SOCKEYE,6488
Power Troll Traditional,2014,COHO,2107864
Power Troll Traditional,2014,PINK,50533
Power Troll Traditional,2014,CHUM,89231
Power Troll Traditional,2014,TOTAL,
Power Troll Hatchery Terminal,2014,CHINOOK,847
Power Troll Hatchery Terminal,2014,JACKS,NA
Power Troll Hatchery Terminal,2014,SOCKEYE,197
Power Troll Hatchery Terminal,2014,COHO,12630
Power Troll Hatchery Terminal,2014,PINK,17820
Power Troll Hatchery Terminal,2014,CHUM,87989
Power Troll Hatchery Terminal,2014,TOTAL,NA
Power Troll Spring Fishery,2014,CHINOOK,"37,873 -"
Power Troll Spring Fishery,2014,JACKS,NA
Power Troll Spring Fishery,2014,SOCKEYE,419
Power Troll Spring Fishery,2014,COHO,3585
Power Troll Spring Fishery,2014,PINK,2282
Power Troll Spring Fishery,2014,CHUM,19638
Power Troll Spring Fishery,2014,TOTAL,NA
Total Annette Island Reservation,2014,CHINOOK,1418
Total Annette Island Reservation,2014,JACKS,0
Total Annette Island Reservation,2014,SOCKEYE,21675
Total Annette Island Reservation,2014,COHO,51275
Total Annette Island Reservation,2014,PINK,1962729
Total Annette Island Reservation,2014,CHUM,129478
Total Annette Island Reservation,2014,TOTAL,2166575
Annette Island Purse Seine,2014,CHINOOK,193
Annette Island Purse Seine,2014,JACKS,0
Annette Island Purse Seine,2014,SOCKEYE,12970
Annette Island Purse Seine,2014,COHO,5464
Annette Island Purse Seine,2014,PINK,1476628
Annette Island Purse Seine,2014,CHUM,31307
Annette Island Purse Seine,2014,TOTAL,1526562
Annette Island Drift Gillnet,2014,CHINOOK,1094
Annette Island Drift Gillnet,2014,JACKS,0
Annette Island Drift Gillnet,2014,SOCKEYE,8675
Annette Island Drift Gillnet,2014,COHO,45305
Annette Island Drift Gillnet,2014,PINK,485459
Annette Island Drift Gillnet,2014,CHUM,98023
Annette Island Drift Gillnet,2014,TOTAL,638556
Total Annette Island Troll,2014,CHINOOK,131
Total Annette Island Troll,2014,JACKS,0
Total Annette Island Troll,2014,SOCKEYE,30
Total Annette Island Troll,2014,COHO,506
Total Annette Island Troll,2014,PINK,642
Total Annette Island Troll,2014,CHUM,148
Total Annette Island Troll,2014,TOTAL,1457
Annette Island Hand Troll,2014,CHINOOK,131
Annette Island Hand Troll,2014,JACKS,0
Annette Island Hand Troll,2014,SOCKEYE,30
Annette Island Hand Troll,2014,COHO,506
Annette Island Hand Troll,2014,PINK,642
Annette Island Hand Troll,2014,CHUM,148
Annette Island Hand Troll,2014,TOTAL,1457
Annette Island Power Troll,2014,CHINOOK,0
Annette Island Power Troll,2014,JACKS,0
Annette Island Power Troll,2014,SOCKEYE,0
Annette Island Power Troll,2014,COHO,0
Annette Island Power Troll,2014,PINK,0
Annette Island Power Troll,2014,CHUM,0
Annette Island Power Troll,2014,TOTAL,0
Hatchery Cost Recovery,2014,CHINOOK,13194
Hatchery Cost Recovery,2014,JACKS,0
Hatchery Cost Recovery,2014,SOCKEYE,123029
Hatchery Cost Recovery,2014,COHO,387988
Hatchery Cost Recovery,2014,PINK,236214
Hatchery Cost Recovery,2014,CHUM,1575630
Hatchery Cost Recovery,2014,TOTAL,2336055
Miscellaneous,2014,CHINOOK,767
Miscellaneous,2014,JACKS,0
Miscellaneous,2014,SOCKEYE,2581
Miscellaneous,2014,COHO,1604
Miscellaneous,2014,PINK,10364
Miscellaneous,2014,CHUM,8509
Miscellaneous,2014,TOTAL,23825
Southern Totals,2014,CHINOOK,87904
Southern Totals,2014,JACKS,973
Southern Totals,2014,SOCKEYE,1039763
Southern Totals,2014,COHO,1175539
Southern Totals,2014,PINK,33173300
Southern Totals,2014,CHUM,2292829
Southern Totals,2014,TOTAL,37770308
Northern Totals,2014,CHINOOK,148185
Northern Totals,2014,JACKS,132
Northern Totals,2014,SOCKEYE,508069
Northern Totals,2014,COHO,946487
Northern Totals,2014,PINK,3968269
Northern Totals,2014,CHUM,4265937
Northern Totals,2014,TOTAL,9837079
Yakutat,2014,CHINOOK,5568
Yakutat,2014,JACKS,0
Yakutat,2014,SOCKEYE,116440
Yakutat,2014,COHO,175550
Yakutat,2014,PINK,20743
Yakutat,2014,CHUM,629
Yakutat,2014,TOTAL,318930
Region Totals,2014,CHINOOK,241657
Region Totals,2014,JACKS,1105
Region Totals,2014,SOCKEYE,1664272
Region Totals,2014,COHO,2297576
Region Totals,2014,PINK,37162312
Region Totals,2014,CHUM,6559395
Region Totals,2014,TOTAL,47926317
Total Purse Seine,2015,CHINOOK,29522
Total Purse Seine,2015,JACKS,545
Total Purse Seine,2015,SOCKEYE,908663
Total Purse Seine,2015,COHO,284301
Total Purse Seine,2015,PINK,32224601
Total Purse Seine,2015,CHUM,4827047
Total Purse Seine,2015,TOTAL,38274679
Southern Purse Seine Total,2015,CHINOOK,24774
Southern Purse Seine Total,2015,JACKS,266
Southern Purse Seine Total,2015,SOCKEYE,728085
Southern Purse Seine Total,2015,COHO,193555
Southern Purse Seine Total,2015,PINK,11265139
Southern Purse Seine Total,2015,CHUM,2617589
Southern Purse Seine Total,2015,TOTAL,14829408
Southern Purse Seine Traditional,2015,CHINOOK,10294
Southern Purse Seine Traditional,2015,JACKS,58
Southern Purse Seine Traditional,2015,SOCKEYE,722517
Southern Purse Seine Traditional,2015,COHO,165320
Southern Purse Seine Traditional,2015,PINK,11182770
Southern Purse Seine Traditional,2015,CHUM,1588391
Southern Purse Seine Traditional,2015,TOTAL,13669350
Southern Purse Seine Hatchery Terminal,2015,CHINOOK,14480
Southern Purse Seine Hatchery Terminal,2015,JACKS,208
Southern Purse Seine Hatchery Terminal,2015,SOCKEYE,5568
Southern Purse Seine Hatchery Terminal,2015,COHO,28235
Southern Purse Seine Hatchery Terminal,2015,PINK,82369
Southern Purse Seine Hatchery Terminal,2015,CHUM,1029198
Southern Purse Seine Hatchery Terminal,2015,TOTAL,1160058
Northern Purse Seine Total,2015,CHINOOK,4748
Northern Purse Seine Total,2015,JACKS,279
Northern Purse Seine Total,2015,SOCKEYE,180578
Northern Purse Seine Total,2015,COHO,90746
Northern Purse Seine Total,2015,PINK,20959462
Northern Purse Seine Total,2015,CHUM,2209458
Northern Purse Seine Total,2015,TOTAL,23445271
Northern Purse Seine Traditional,2015,CHINOOK,415
Northern Purse Seine Traditional,2015,JACKS,235
Northern Purse Seine Traditional,2015,SOCKEYE,176322
Northern Purse Seine Traditional,2015,COHO,85839
Northern Purse Seine Traditional,2015,PINK,20322794
Northern Purse Seine Traditional,2015,CHUM,634718
Northern Purse Seine Traditional,2015,TOTAL,21220323
Northern Purse Seine Hatchery Terminal,2015,CHINOOK,4333
Northern Purse Seine Hatchery Terminal,2015,JACKS,44
Northern Purse Seine Hatchery Terminal,2015,SOCKEYE,4256
Northern Purse Seine Hatchery Terminal,2015,COHO,4907
Northern Purse Seine Hatchery Terminal,2015,PINK,636668
Northern Purse Seine Hatchery Terminal,2015,CHUM,1574740
Northern Purse Seine Hatchery Terminal,2015,TOTAL,2224948
Total Drift Gillnet,2015,CHINOOK,29267
Total Drift Gillnet,2015,JACKS,0
Total Drift Gillnet,2015,SOCKEYE,389979
Total Drift Gillnet,2015,COHO,251058
Total Drift Gillnet,2015,PINK,1374363
Total Drift Gillnet,2015,CHUM,3351918
Total Drift Gillnet,2015,TOTAL,5396585
Tree Point,2015,CHINOOK,1290
Tree Point,2015,JACKS,0
Tree Point,2015,SOCKEYE,28155
Tree Point,2015,COHO,39768
Tree Point,2015,PINK,148141
Tree Point,2015,CHUM,452759
Tree Point,2015,TOTAL,670113
Prince of Wales,2015,CHINOOK,2723
Prince of Wales,2015,JACKS,0
Prince of Wales,2015,SOCKEYE,121921
Prince of Wales,2015,COHO,112561
Prince of Wales,2015,PINK,224816
Prince of Wales,2015,CHUM,232390
Prince of Wales,2015,TOTAL,694411
Stikine,2015,CHINOOK,13845
Stikine,2015,JACKS,0
Stikine,2015,SOCKEYE,22896
Stikine,2015,COHO,30153
Stikine,2015,PINK,35926
Stikine,2015,CHUM,166009
Stikine,2015,TOTAL,268829
Taku-Snettisham,2015,CHINOOK,1083
Taku-Snettisham,2015,JACKS,0
Taku-Snettisham,2015,SOCKEYE,55096
Taku-Snettisham,2015,COHO,23169
Taku-Snettisham,2015,PINK,288625
Taku-Snettisham,2015,CHUM,475181
Taku-Snettisham,2015,TOTAL,843154
Lynn Canal,2015,CHINOOK,498
Lynn Canal,2015,JACKS,0
Lynn Canal,2015,SOCKEYE,124430
Lynn Canal,2015,COHO,23278
Lynn Canal,2015,PINK,462865
Lynn Canal,2015,CHUM,709826
Lynn Canal,2015,TOTAL,1320897
Drift Gillnet Hatchery Terminal,2015,CHINOOK,9828
Drift Gillnet Hatchery Terminal,2015,JACKS,0
Drift Gillnet Hatchery Terminal,2015,SOCKEYE,37481
Drift Gillnet Hatchery Terminal,2015,COHO,22129
Drift Gillnet Hatchery Terminal,2015,PINK,213990
Drift Gillnet Hatchery Terminal,2015,CHUM,1315753
Drift Gillnet Hatchery Terminal,2015,TOTAL,1599181
Set Gillnet,2015,CHINOOK,934
Set Gillnet,2015,JACKS,0
Set Gillnet,2015,SOCKEYE,82748
Set Gillnet,2015,COHO,129069
Set Gillnet,2015,PINK,68785
Set Gillnet,2015,CHUM,660
Set Gillnet,2015,TOTAL,282196
Total Troll,2015,CHINOOK,269750
Total Troll,2015,JACKS,NA
Total Troll,2015,SOCKEYE,6975
Total Troll,2015,COHO,1240163
Total Troll,2015,PINK,259409
Total Troll,2015,CHUM,424230
Total Troll,2015,TOTAL,NA
Hand Troll Total,2015,CHINOOK,12870
Hand Troll Total,2015,JACKS,NA
Hand Troll Total,2015,SOCKEYE,353
Hand Troll Total,2015,COHO,61708
Hand Troll Total,2015,PINK,17397
Hand Troll Total,2015,CHUM,7823
Hand Troll Total,2015,TOTAL,NA
Hand Troll Traditional,2015,CHINOOK,8217
Hand Troll Traditional,2015,JACKS,NA
Hand Troll Traditional,2015,SOCKEYE,345
Hand Troll Traditional,2015,COHO,60790
Hand Troll Traditional,2015,PINK,15825
Hand Troll Traditional,2015,CHUM,5659
Hand Troll Traditional,2015,TOTAL,NA
Hand Troll Hatchery Terminal,2015,CHINOOK,287
Hand Troll Hatchery Terminal,2015,JACKS,NA
Hand Troll Hatchery Terminal,2015,SOCKEYE,3
Hand Troll Hatchery Terminal,2015,COHO,520
Hand Troll Hatchery Terminal,2015,PINK,41
Hand Troll Hatchery Terminal,2015,CHUM,1348
Hand Troll Hatchery Terminal,2015,TOTAL,NA
Hand Troll Spring Fishery,2015,CHINOOK,4366
Hand Troll Spring Fishery,2015,JACKS,NA
Hand Troll Spring Fishery,2015,SOCKEYE,5
Hand Troll Spring Fishery,2015,COHO,398
Hand Troll Spring Fishery,2015,PINK,1531
Hand Troll Spring Fishery,2015,CHUM,816
Hand Troll Spring Fishery,2015,TOTAL,NA
Power Troll Total,2015,CHINOOK,256880
Power Troll Total,2015,JACKS,NA
Power Troll Total,2015,SOCKEYE,6622
Power Troll Total,2015,COHO,1178455
Power Troll Total,2015,PINK,242012
Power Troll Total,2015,CHUM,416407
Power Troll Total,2015,TOTAL,NA
Power Troll Traditional,2015,CHINOOK,207093
Power Troll Traditional,2015,JACKS,
Power Troll Traditional,2015,SOCKEYE,6279
Power Troll Traditional,2015,COHO,1165195
Power Troll Traditional,2015,PINK,203091
Power Troll Traditional,2015,CHUM,273677
Power Troll Traditional,2015,TOTAL,
Power Troll Hatchery Terminal,2015,CHINOOK,476
Power Troll Hatchery Terminal,2015,JACKS,NA
Power Troll Hatchery Terminal,2015,SOCKEYE,45
Power Troll Hatchery Terminal,2015,COHO,6686
Power Troll Hatchery Terminal,2015,PINK,2213
Power Troll Hatchery Terminal,2015,CHUM,117518
Power Troll Hatchery Terminal,2015,TOTAL,NA
Power Troll Spring Fishery,2015,CHINOOK,49311
Power Troll Spring Fishery,2015,JACKS,NA
Power Troll Spring Fishery,2015,SOCKEYE,298
Power Troll Spring Fishery,2015,COHO,6574
Power Troll Spring Fishery,2015,PINK,"36,70"
Power Troll Spring Fishery,2015,CHUM,25212
Power Troll Spring Fishery,2015,TOTAL,NA
Total Annette Island Reservation,2015,CHINOOK,2190
Total Annette Island Reservation,2015,JACKS,0
Total Annette Island Reservation,2015,SOCKEYE,26633
Total Annette Island Reservation,2015,COHO,34100
Total Annette Island Reservation,2015,PINK,776981
Total Annette Island Reservation,2015,CHUM,704131
Total Annette Island Reservation,2015,TOTAL,1544035
Annette Island Purse Seine,2015,CHINOOK,752
Annette Island Purse Seine,2015,JACKS,0
Annette Island Purse Seine,2015,SOCKEYE,20837
Annette Island Purse Seine,2015,COHO,10249
Annette Island Purse Seine,2015,PINK,632022
Annette Island Purse Seine,2015,CHUM,259504
Annette Island Purse Seine,2015,TOTAL,923364
Annette Island Drift Gillnet,2015,CHINOOK,1413
Annette Island Drift Gillnet,2015,JACKS,0
Annette Island Drift Gillnet,2015,SOCKEYE,5796
Annette Island Drift Gillnet,2015,COHO,23851
Annette Island Drift Gillnet,2015,PINK,144959
Annette Island Drift Gillnet,2015,CHUM,444627
Annette Island Drift Gillnet,2015,TOTAL,620646
Total Annette Island Troll,2015,CHINOOK,25
Total Annette Island Troll,2015,JACKS,0
Total Annette Island Troll,2015,SOCKEYE,0
Total Annette Island Troll,2015,COHO,0
Total Annette Island Troll,2015,PINK,0
Total Annette Island Troll,2015,CHUM,0
Total Annette Island Troll,2015,TOTAL,25
Annette Island Hand Troll,2015,CHINOOK,0
Annette Island Hand Troll,2015,JACKS,0
Annette Island Hand Troll,2015,SOCKEYE,0
Annette Island Hand Troll,2015,COHO,0
Annette Island Hand Troll,2015,PINK,0
Annette Island Hand Troll,2015,CHUM,0
Annette Island Hand Troll,2015,TOTAL,0
Annette Island Power Troll,2015,CHINOOK,25
Annette Island Power Troll,2015,JACKS,0
Annette Island Power Troll,2015,SOCKEYE,0
Annette Island Power Troll,2015,COHO,0
Annette Island Power Troll,2015,PINK,0
Annette Island Power Troll,2015,CHUM,0
Annette Island Power Troll,2015,TOTAL,25
Hatchery Cost Recovery,2015,CHINOOK,17456
Hatchery Cost Recovery,2015,JACKS,65
Hatchery Cost Recovery,2015,SOCKEYE,111381
Hatchery Cost Recovery,2015,COHO,221087
Hatchery Cost Recovery,2015,PINK,333233
Hatchery Cost Recovery,2015,CHUM,2306954
Hatchery Cost Recovery,2015,TOTAL,2990176
Miscellaneous,2015,CHINOOK,1009
Miscellaneous,2015,JACKS,1
Miscellaneous,2015,SOCKEYE,2393
Miscellaneous,2015,COHO,4133
Miscellaneous,2015,PINK,124052
Miscellaneous,2015,CHUM,12393
Miscellaneous,2015,TOTAL,143981
Southern Totals,2015,CHINOOK,89391
Southern Totals,2015,JACKS,266
Southern Totals,2015,SOCKEYE,929126
Southern Totals,2015,COHO,630148
Southern Totals,2015,PINK,12469037
Southern Totals,2015,CHUM,5186015
Southern Totals,2015,TOTAL,19303983
Northern Totals,2015,CHINOOK,155819
Northern Totals,2015,JACKS,345
Northern Totals,2015,SOCKEYE,511597
Northern Totals,2015,COHO,903203
Northern Totals,2015,PINK,22407782
Northern Totals,2015,CHUM,6095874
Northern Totals,2015,TOTAL,30074620
Yakutat,2015,CHINOOK,5099
Yakutat,2015,JACKS,0
Yakutat,2015,SOCKEYE,82733
Yakutat,2015,COHO,142642
Yakutat,2015,PINK,68795
Yakutat,2015,CHUM,668
Yakutat,2015,TOTAL,299937
Region Totals,2015,CHINOOK,250309
Region Totals,2015,JACKS,611
Region Totals,2015,SOCKEYE,1523456
Region Totals,2015,COHO,1675993
Region Totals,2015,PINK,34945614
Region Totals,2015,CHUM,11282557
Region Totals,2015,TOTAL,49678540
Total Purse Seine,2016,CHINOOK,27363
Total Purse Seine,2016,JACKS,195
Total Purse Seine,2016,SOCKEYE,610532
Total Purse Seine,2016,COHO,257065
Total Purse Seine,2016,PINK,15388943
Total Purse Seine,2016,CHUM,3108581
Total Purse Seine,2016,TOTAL,19392679
Southern Purse Seine Total,2016,CHINOOK,25722
Southern Purse Seine Total,2016,JACKS,166
Southern Purse Seine Total,2016,SOCKEYE,597067
Southern Purse Seine Total,2016,COHO,245909
Southern Purse Seine Total,2016,PINK,13823407
Southern Purse Seine Total,2016,CHUM,2080832
Southern Purse Seine Total,2016,TOTAL,16773103
Southern Purse Seine Traditional,2016,CHINOOK,19609
Southern Purse Seine Traditional,2016,JACKS,133
Southern Purse Seine Traditional,2016,SOCKEYE,594326
Southern Purse Seine Traditional,2016,COHO,241426
Southern Purse Seine Traditional,2016,PINK,13718078
Southern Purse Seine Traditional,2016,CHUM,1697654
Southern Purse Seine Traditional,2016,TOTAL,16271226
Southern Purse Seine Hatchery Terminal,2016,CHINOOK,6113
Southern Purse Seine Hatchery Terminal,2016,JACKS,33
Southern Purse Seine Hatchery Terminal,2016,SOCKEYE,2741
Southern Purse Seine Hatchery Terminal,2016,COHO,4483
Southern Purse Seine Hatchery Terminal,2016,PINK,105329
Southern Purse Seine Hatchery Terminal,2016,CHUM,383178
Southern Purse Seine Hatchery Terminal,2016,TOTAL,501877
Northern Purse Seine Total,2016,CHINOOK,1641
Northern Purse Seine Total,2016,JACKS,29
Northern Purse Seine Total,2016,SOCKEYE,13465
Northern Purse Seine Total,2016,COHO,11156
Northern Purse Seine Total,2016,PINK,1565536
Northern Purse Seine Total,2016,CHUM,1027749
Northern Purse Seine Total,2016,TOTAL,2619576
Northern Purse Seine Traditional,2016,CHINOOK,92
Northern Purse Seine Traditional,2016,JACKS,10
Northern Purse Seine Traditional,2016,SOCKEYE,9106
Northern Purse Seine Traditional,2016,COHO,6774
Northern Purse Seine Traditional,2016,PINK,1499190
Northern Purse Seine Traditional,2016,CHUM,149082
Northern Purse Seine Traditional,2016,TOTAL,1664254
Northern Purse Seine Hatchery Terminal,2016,CHINOOK,1549
Northern Purse Seine Hatchery Terminal,2016,JACKS,19
Northern Purse Seine Hatchery Terminal,2016,SOCKEYE,4359
Northern Purse Seine Hatchery Terminal,2016,COHO,4382
Northern Purse Seine Hatchery Terminal,2016,PINK,66346
Northern Purse Seine Hatchery Terminal,2016,CHUM,878667
Northern Purse Seine Hatchery Terminal,2016,TOTAL,955322
Total Drift Gillnet,2016,CHINOOK,20701
Total Drift Gillnet,2016,JACKS,0
Total Drift Gillnet,2016,SOCKEYE,622390
Total Drift Gillnet,2016,COHO,263968
Total Drift Gillnet,2016,PINK,1152890
Total Drift Gillnet,2016,CHUM,2679235
Total Drift Gillnet,2016,TOTAL,4739184
Tree Point,2016,CHINOOK,1191
Tree Point,2016,JACKS,0
Tree Point,2016,SOCKEYE,39912
Tree Point,2016,COHO,46393
Tree Point,2016,PINK,561021
Tree Point,2016,CHUM,273608
Tree Point,2016,TOTAL,922125
Prince of Wales,2016,CHINOOK,2094
Prince of Wales,2016,JACKS,0
Prince of Wales,2016,SOCKEYE,106649
Prince of Wales,2016,COHO,122101
Prince of Wales,2016,PINK,358309
Prince of Wales,2016,CHUM,130236
Prince of Wales,2016,TOTAL,719389
Stikine,2016,CHINOOK,10024
Stikine,2016,JACKS,0
Stikine,2016,SOCKEYE,70143
Stikine,2016,COHO,22146
Stikine,2016,PINK,35250
Stikine,2016,CHUM,200653
Stikine,2016,TOTAL,338216
Taku-Snettisham,2016,CHINOOK,582
Taku-Snettisham,2016,JACKS,0
Taku-Snettisham,2016,SOCKEYE,148317
Taku-Snettisham,2016,COHO,34445
Taku-Snettisham,2016,PINK,44668
Taku-Snettisham,2016,CHUM,447616
Taku-Snettisham,2016,TOTAL,675628
Lynn Canal,2016,CHINOOK,448
Lynn Canal,2016,JACKS,0
Lynn Canal,2016,SOCKEYE,176631
Lynn Canal,2016,COHO,30488
Lynn Canal,2016,PINK,66257
Lynn Canal,2016,CHUM,692938
Lynn Canal,2016,TOTAL,966762
Drift Gillnet Hatchery Terminal,2016,CHINOOK,6362
Drift Gillnet Hatchery Terminal,2016,JACKS,0
Drift Gillnet Hatchery Terminal,2016,SOCKEYE,80738
Drift Gillnet Hatchery Terminal,2016,COHO,8395
Drift Gillnet Hatchery Terminal,2016,PINK,87385
Drift Gillnet Hatchery Terminal,2016,CHUM,934184
Drift Gillnet Hatchery Terminal,2016,TOTAL,1117064
Set Gillnet,2016,CHINOOK,343
Set Gillnet,2016,JACKS,0
Set Gillnet,2016,SOCKEYE,93052
Set Gillnet,2016,COHO,144032
Set Gillnet,2016,PINK,21778
Set Gillnet,2016,CHUM,554
Set Gillnet,2016,TOTAL,259759
Total Troll,2016,CHINOOK,276417
Total Troll,2016,JACKS,NA
Total Troll,2016,SOCKEYE,6691
Total Troll,2016,COHO,1386103
Total Troll,2016,PINK,53359
Total Troll,2016,CHUM,164932
Total Troll,2016,TOTAL,NA
Hand Troll Total,2016,CHINOOK,10413
Hand Troll Total,2016,JACKS,NA
Hand Troll Total,2016,SOCKEYE,291
Hand Troll Total,2016,COHO,53698
Hand Troll Total,2016,PINK,6775
Hand Troll Total,2016,CHUM,2240
Hand Troll Total,2016,TOTAL,NA
Hand Troll Traditional,2016,CHINOOK,6865
Hand Troll Traditional,2016,JACKS,NA
Hand Troll Traditional,2016,SOCKEYE,273
Hand Troll Traditional,2016,COHO,53540
Hand Troll Traditional,2016,PINK,6746
Hand Troll Traditional,2016,CHUM,1253
Hand Troll Traditional,2016,TOTAL,NA
Hand Troll Hatchery Terminal,2016,CHINOOK,81
Hand Troll Hatchery Terminal,2016,JACKS,NA
Hand Troll Hatchery Terminal,2016,SOCKEYE,13
Hand Troll Hatchery Terminal,2016,COHO,19
Hand Troll Hatchery Terminal,2016,PINK,7
Hand Troll Hatchery Terminal,2016,CHUM,884
Hand Troll Hatchery Terminal,2016,TOTAL,NA
Hand Troll Spring Fishery,2016,CHINOOK,3467
Hand Troll Spring Fishery,2016,JACKS,NA
Hand Troll Spring Fishery,2016,SOCKEYE,5
Hand Troll Spring Fishery,2016,COHO,139
Hand Troll Spring Fishery,2016,PINK,22
Hand Troll Spring Fishery,2016,CHUM,103
Hand Troll Spring Fishery,2016,TOTAL,NA
Power Troll Total,2016,CHINOOK,266004
Power Troll Total,2016,JACKS,NA
Power Troll Total,2016,SOCKEYE,6400
Power Troll Total,2016,COHO,1332405
Power Troll Total,2016,PINK,46584
Power Troll Total,2016,CHUM,162692
Power Troll Total,2016,TOTAL,NA
Power Troll Traditional,2016,CHINOOK,226755
Power Troll Traditional,2016,JACKS,
Power Troll Traditional,2016,SOCKEYE,6181
Power Troll Traditional,2016,COHO,1327436
Power Troll Traditional,2016,PINK,37829
Power Troll Traditional,2016,CHUM,60731
Power Troll Traditional,2016,TOTAL,
Power Troll Hatchery Terminal,2016,CHINOOK,243
Power Troll Hatchery Terminal,2016,JACKS,NA
Power Troll Hatchery Terminal,2016,SOCKEYE,37
Power Troll Hatchery Terminal,2016,COHO,1372
Power Troll Hatchery Terminal,2016,PINK,8281
Power Troll Hatchery Terminal,2016,CHUM,94613
Power Troll Hatchery Terminal,2016,TOTAL,NA
Power Troll Spring Fishery,2016,CHINOOK,39006
Power Troll Spring Fishery,2016,JACKS,NA
Power Troll Spring Fishery,2016,SOCKEYE,182
Power Troll Spring Fishery,2016,COHO,3597
Power Troll Spring Fishery,2016,PINK,474
Power Troll Spring Fishery,2016,CHUM,7348
Power Troll Spring Fishery,2016,TOTAL,NA
Total Annette Island Reservation,2016,CHINOOK,1731
Total Annette Island Reservation,2016,JACKS,0
Total Annette Island Reservation,2016,SOCKEYE,22185
Total Annette Island Reservation,2016,COHO,45823
Total Annette Island Reservation,2016,PINK,1418243
Total Annette Island Reservation,2016,CHUM,396058
Total Annette Island Reservation,2016,TOTAL,1884040
Annette Island Purse Seine,2016,CHINOOK,876
Annette Island Purse Seine,2016,JACKS,0
Annette Island Purse Seine,2016,SOCKEYE,18387
Annette Island Purse Seine,2016,COHO,10142
Annette Island Purse Seine,2016,PINK,1145221
Annette Island Purse Seine,2016,CHUM,152374
Annette Island Purse Seine,2016,TOTAL,1327000
Annette Island Drift Gillnet,2016,CHINOOK,855
Annette Island Drift Gillnet,2016,JACKS,0
Annette Island Drift Gillnet,2016,SOCKEYE,3798
Annette Island Drift Gillnet,2016,COHO,35677
Annette Island Drift Gillnet,2016,PINK,273022
Annette Island Drift Gillnet,2016,CHUM,243684
Annette Island Drift Gillnet,2016,TOTAL,557036
Total Annette Island Troll,2016,CHINOOK,0
Total Annette Island Troll,2016,JACKS,0
Total Annette Island Troll,2016,SOCKEYE,0
Total Annette Island Troll,2016,COHO,4
Total Annette Island Troll,2016,PINK,0
Total Annette Island Troll,2016,CHUM,0
Total Annette Island Troll,2016,TOTAL,4
Annette Island Hand Troll,2016,CHINOOK,0
Annette Island Hand Troll,2016,JACKS,0
Annette Island Hand Troll,2016,SOCKEYE,0
Annette Island Hand Troll,2016,COHO,4
Annette Island Hand Troll,2016,PINK,0
Annette Island Hand Troll,2016,CHUM,0
Annette Island Hand Troll,2016,TOTAL,4
Annette Island Power Troll,2016,CHINOOK,0
Annette Island Power Troll,2016,JACKS,0
Annette Island Power Troll,2016,SOCKEYE,0
Annette Island Power Troll,2016,COHO,0
Annette Island Power Troll,2016,PINK,0
Annette Island Power Troll,2016,CHUM,0
Annette Island Power Troll,2016,TOTAL,0
Hatchery Cost Recovery,2016,CHINOOK,9107
Hatchery Cost Recovery,2016,JACKS,29
Hatchery Cost Recovery,2016,SOCKEYE,148032
Hatchery Cost Recovery,2016,COHO,231478
Hatchery Cost Recovery,2016,PINK,330519
Hatchery Cost Recovery,2016,CHUM,2731469
Hatchery Cost Recovery,2016,TOTAL,3450634
Miscellaneous,2016,CHINOOK,905
Miscellaneous,2016,JACKS,0
Miscellaneous,2016,SOCKEYE,3094
Miscellaneous,2016,COHO,2779
Miscellaneous,2016,PINK,30265
Miscellaneous,2016,CHUM,36425
Miscellaneous,2016,TOTAL,73468
Southern Totals,2016,CHINOOK,78318
Southern Totals,2016,JACKS,167
Southern Totals,2016,SOCKEYE,837969
Southern Totals,2016,COHO,686647
Southern Totals,2016,PINK,16254840
Southern Totals,2016,CHUM,3949591
Southern Totals,2016,TOTAL,21807532
Northern Totals,2016,CHINOOK,147251
Northern Totals,2016,JACKS,57
Northern Totals,2016,SOCKEYE,569918
Northern Totals,2016,COHO,853134
Northern Totals,2016,PINK,2109609
Northern Totals,2016,CHUM,5081622
Northern Totals,2016,TOTAL,8761591
Yakutat,2016,CHINOOK,4508
Yakutat,2016,JACKS,0
Yakutat,2016,SOCKEYE,93057
Yakutat,2016,COHO,157605
Yakutat,2016,PINK,21788
Yakutat,2016,CHUM,562
Yakutat,2016,TOTAL,277520
Region Totals,2016,CHINOOK,230077
Region Totals,2016,JACKS,224
Region Totals,2016,SOCKEYE,1500944
Region Totals,2016,COHO,1697386
Region Totals,2016,PINK,18386237
